,Unnamed: 0,Artist,Name,Weekly_rank_avg,Peak_Position,Weeks_on_Chart,Genre
1360,1360,BILLY CURRINGTON,IT DON'T HURT LIKE IT USED TO,78.1,44.0,17.0,COUNTRY
1361,1361,LITTLE MIX,SHOUT OUT TO MY EX,24.3,69.0,3.0,"DANCE-POP,POWER POP,GIRL GROUP,UK,POP"
1362,1362,DJ DRAMA,WISHING,68.5,77.0,14.0,"WEST COAST,R&;B,RAP"
1363,1363,DAYA,"SIT STILL, LOOK PRETTY",52.0,28.0,24.0,POP
1364,1364,LIL UZI VERT,MONEY LONGER,97.0,54.0,22.0,"EAST COAST,CLOUD RAP,TRAP,RAP"
1365,1365,LOCASH,I KNOW SOMEBODY,85.83333333333333,52.0,11.0,COUNTRY
1366,1366,THE GAME,ALL EYEZ,66.44444444444444,79.0,5.0,"R&;B,RAP"
1367,1367,DAE DAE,WAT U MEAN,21.047619047619047,66.0,17.0,"TRAP,RAP"
1368,1368,BEYONCE,HOLD UP,67.29411764705883,13.0,14.0,"POP,R&;B"
1369,1369,KEHLANI,GANGSTA,89.0,41.0,12.0,R&;B
1370,1370,COLDPLAY,HYMN FOR THE WEEKEND,75.36363636363636,25.0,23.0,"UK,POP,ROCK"
1371,1371,MEEK MILL,FROZE,47.1,,,"TRAP,RAP"
1372,1372,MEEK MILL,OFFENDED,86.0,,,"ATLANTA,RAP,TRAP"
1373,1373,DRAKE,"TWO BIRDS, ONE STONE",32.5,,,"CANADA,RAP"
1374,1374,MEEK MILL,ON THE REGULAR,66.7,,,"TRAP,RAP"
1375,1375,MEEK MILL,THE DIFFERENCE,77.2,,,"TRAP,RAP"
1376,1376,MEEK MILL,BLUE NOTES,53.54838709677419,,,RAP
1377,1377,MEEK MILL,BLESSED UP,70.5,,,RAP
1378,1378,TOVE LO,COOL GIRL,21.692307692307693,84.0,5.0,"ELECTRO,SCANDIPOP,SCANDINAVIA,SVERIGE,ELECTRO-POP,ELECTRONIC,POP"
1379,1379,ARIANA GRANDE,INTO YOU,67.0,13.0,24.0,"ELECTRO-POP,POP"
1380,1380,DRAKE,CONTROLLA,22.80952380952381,16.0,26.0,"JAMAICA,RAGGA,DANCEHALL,CANADA,RAP"
1381,1381,LADY GAGA,PERFECT ILLUSION,41.55,15.0,6.0,POP
1382,1382,YG,WHY YOU ALWAYS HATIN?,88.83333333333333,62.0,18.0,"CANADA,WEST COAST,RAP"
1383,1383,KEHLANI,CRZY,18.545454545454547,85.0,5.0,R&;B
1384,1384,FRENCH MONTANA,LOCKJAW,36.6,73.0,13.0,RAP
1385,1385,DJ KHALED,FOR FREE,37.6,13.0,20.0,"R&;B,CANADA,RAP"
1386,1386,FIFTH HARMONY,WORK FROM HOME,92.0,4.0,34.0,"TRAP,TROPICAL HOUSE,R&;B,GIRL GROUP,POP"
1387,1387,DUA LIPA,BLOW YOUR MIND,25.2,,,"DANCE-POP,ELECTRO-POP,UK,POP"
1388,1388,DIERKS BENTLEY,DIFFERENT FOR GIRLS,20.0,42.0,20.0,COUNTRY
1389,1389,SCHOOLBOY Q,THAT PART,84.0,40.0,20.0,"TRAP,MEMES,WEST COAST,RAP"
1390,1390,FIFTH HARMONY,ALL IN MY HEAD,68.0,24.0,18.0,"TROPICAL HOUSE,TRAP,REGGAE,GIRL GROUP,RAP,POP"
1391,1391,TUCKER BEATHARD,ROCK ON,53.0,62.0,10.0,COUNTRY
1392,1392,WILLIAM MICHAEL MORGAN,I MET A GIRL,91.0,60.0,9.0,COUNTRY
1393,1393,DJ KHALED,I GOT THE KEYS,68.125,30.0,17.0,"CLOUD RAP,PRODUCER,TRAP,RAP"
1394,1394,P!NK,JUST LIKE FIRE,98.25,10.0,26.0,POP
1395,1395,GRACE,YOU DON'T OWN ME,61.16666666666666,57.0,20.0,"WEST COAST,RAP,R&;B"
1396,1396,KELSEA BALLERINI,PETER PAN,64.0,35.0,20.0,COUNTRY
1397,1397,ONEREPUBLIC,KIDS,75.0,,,"ELECTRO-POP,POP-ROCK,POP,ROCK"
1398,1398,"ARTISTS OF THEN, NOW, FOREVER",FOREVER COUNTRY,60.42857142857143,21.0,4.0,COUNTRY
1399,1399,SOLANGE,CRANES IN THE SKY,24.433333333333334,74.0,2.0,R&;B
1400,1400,FUTURE,LOW LIFE,54.833333333333336,18.0,35.0,"ATLANTA,TRAP,CANADA,RAP,R&;B"
1401,1401,SAM HUNT,MAKE YOU MISS ME,62.4,45.0,19.0,"ROCK,COUNTRY"
1402,1402,SOLANGE,DON'T TOUCH MY HAIR,77.42857142857143,,,R&;B
1403,1403,CL,LIFTED,27.677419354838708,,,"POP,RAP"
1404,1404,RIHANNA,WORK,31.951219512195124,1.0,36.0,"PRODUCER,RAGGA,MEMES,R&;B,DANCEHALL,CANADA,POP"
1405,1405,MIKE POSNER,I TOOK A PILL IN IBIZA,73.06666666666666,4.0,37.0,"SINGER-SONGWRITER,ADULT ALTERNATIVE,POP-ROCK,ACOUSTIC,POP"
1406,1406,FLUME,NEVER BE LIKE YOU,53.45,20.0,26.0,"FUTURE BASS,AUSTRALIA,DANCE,ELECTRONIC,POP"
1407,1407,FLORIDA GEORGIA LINE,H.O.L.Y.,37.86363636363637,14.0,22.0,COUNTRY
1408,1408,LUKAS GRAHAM,MAMA SAID,84.0,36.0,11.0,"SCANDINAVIA,ADULT ALTERNATIVE,POP-ROCK,DANMARK,SOUL,POP"
1409,1409,MEGHAN TRAINOR,ME TOO,91.0,13.0,20.0,POP
1410,1410,"SKRILLEX, RICK ROSS",PURPLE LAMBORGHINI,39.810810810810814,33.0,10.0,"POP,DUBSTEP,TRAP,RAP"
1411,1411,JUSTIN MOORE,YOU LOOK LIKE I NEED A DRINK,86.5,79.0,8.0,COUNTRY
1412,1412,FRENCH MONTANA,NO SHOPPING,35.892857142857146,36.0,11.0,"CANADA,RAP"
1413,1413,LUKAS GRAHAM,7 YEARS,35.266666666666666,2.0,36.0,"POP-ROCK,ADULT ALTERNATIVE,ADULT CONTEMPORARY,PIANO,MEMES,SCANDINAVIA,DANMARK,POP"
1414,1414,TWENTY ONE PILOTS,CANCER,19.0,,,"COVER,POP,AMBIENT,ELECTRO-POP,ELECTRONIC"
1415,1415,WALE,MY PYT,35.94736842105263,54.0,15.0,"R&;B,RAP"
1416,1416,CHRIS BROWN,GRASS AIN'T GREENER,71.2,71.0,4.0,"TRAP,ALTERNATIVE R&;B,RAP,R&;B"
1417,1417,TWENTY ONE PILOTS,STRESSED OUT,56.3,2.0,52.0,"POP-ROCK,PIANO,RAP ROCK,ADULT ALTERNATIVE,ALTERNATIVE POP,ALTERNATIVE,ALTERNATIVE ROCK,RAP,POP"
1418,1418,KENT JONES,DON'T MIND,57.65,8.0,20.0,RAP
1419,1419,KATY PERRY,RISE,50.064516129032256,11.0,9.0,"ELECTRONIC,POP"
1420,1420,BRITNEY SPEARS,MAKE ME...,49.0,17.0,9.0,"ELECTRO-POP,POP"
1421,1421,BLAKE SHELTON,SHE'S GOT A WAY WITH WORDS,31.545454545454547,61.0,12.0,COUNTRY
1422,1422,JAKE OWEN,AMERICAN COUNTRY LOVE SONG,87.28571428571429,55.0,17.0,COUNTRY
1423,1423,BEYONCE,SORRY,63.333333333333336,11.0,20.0,"R&;B,POP"
1424,1424,DAN + SHAY,FROM THE GROUND UP,97.0,48.0,16.0,COUNTRY
1425,1425,SELENA GOMEZ,KILL EM WITH KINDNESS,80.75,39.0,15.0,"ELECTRO,EURODANCE,ELECTRO HOUSE,DANCE,TROPICAL HOUSE,POP"
1426,1426,DNCE,CAKE BY THE OCEAN,90.0,9.0,46.0,"POP-ROCK,POP"
1427,1427,FUTURE,WICKED,74.0,41.0,20.0,"ATLANTA,TRAP,MEMES,RAP"
1428,1428,YOUNG THUG,WYCLEF JEAN,88.75,,,"ATLANTA,TRAP,RAP"
1429,1429,ERIC CHURCH,RECORD YEAR,36.785714285714285,44.0,20.0,COUNTRY
1430,1430,ENRIQUE IGLESIAS,DUELE EL CORAZON,94.0,82.0,8.0,"EN ESPA\XC3\XB1OL,POP"
1431,1431,CARRIE UNDERWOOD,CHURCH BELLS,75.0,43.0,17.0,"POP,COUNTRY"
1432,1432,JUSTIN BIEBER,LOVE YOURSELF,35.95238095238095,1.0,41.0,"UK,CANADA,POP"
1433,1433,FRANK OCEAN,NIKES,30.151515151515152,,,R&;B
1434,1434,FRANK OCEAN,IVY,100.0,,,R&;B
1435,1435,FRANK OCEAN,NIGHTS,68.72222222222223,,,"R&;B,RAP"
1436,1436,MADEINTYO,UBER EVERYWHERE,79.0,51.0,20.0,RAP
1437,1437,JACOB SARTORIUS,HIT OR MISS,76.92307692307692,72.0,2.0,"RAP,POP"
1438,1438,CHRIS LANE,FIX,92.25,65.0,12.0,COUNTRY
1439,1439,DNCE,TOOTHBRUSH,65.66666666666667,44.0,10.0,POP
1440,1440,JASON ALDEAN,LIGHTS COME ON,46.7,43.0,19.0,COUNTRY
1441,1441,ZAC BROWN BAND,CASTAWAY,96.0,96.0,2.0,COUNTRY
1442,1442,GALANTIS,NO MONEY,77.0,88.0,5.0,"DANCE,ELECTRONIC,POP"
1443,1443,KEITH URBAN,WASTED TIME,26.95,51.0,17.0,COUNTRY
1444,1444,JAMES BAY,LET IT GO,49.0,16.0,34.0,"BALLAD,SOUL POP,ALTERNATIVE,ADULT ALTERNATIVE,ADULT CONTEMPORARY,POP-ROCK,POP,ROCK"
1445,1445,JON PARDI,HEAD OVER BOOTS,84.66666666666667,51.0,24.0,COUNTRY
1446,1446,"FAT JOE, REMY MA, JAY Z",ALL THE WAY UP,72.0,27.0,20.0,RAP
1447,1447,LUKE BRYAN,"HUNTIN', FISHIN' & LOVIN' EVERY DAY",28.5,37.0,20.0,COUNTRY
1448,1448,FLO RIDA,MY HOUSE,99.5,4.0,39.0,"POP,RAP"
1449,1449,ARIANA GRANDE,DANGEROUS WOMAN,55.1764705882353,8.0,21.0,"POP-ROCK,POP,R&;B"
1450,1450,ZARA LARSSON,LUSH LIFE,96.0,75.0,3.0,"BOUNCE,SCANDINAVIA,DANCE,POP"
1451,1451,DJ KHALED,HOLY KEY,62.785714285714285,,,"SOUL,TRAP,RAP"
1452,1452,BEN RECTOR,BRAND NEW,26.542857142857144,82.0,5.0,POP
1453,1453,ONEREPUBLIC,WHEREVER I GO,98.0,55.0,12.0,"POP-ROCK,POP,ROCK"
1454,1454,"GUCCI MANE, DRAKE",BACK ON ROAD,46.15,,,"TRAP,ATLANTA,CANADA,RAP"
1455,1455,RUTH B,LOST BOY,56.15,24.0,22.0,"BALLAD,POP"
1456,1456,"ZARA LARSSON, MNEK",NEVER FORGET YOU,61.26315789473684,13.0,23.0,"SCANDIPOP,SVERIGE,DANCE,ELECTRO-POP,SCANDINAVIA,UK,POP"
1457,1457,5 SECONDS OF SUMMER,GIRLS TALK BOYS,58.65,,,"AUSTRALIA,POP"
1458,1458,DEMI LOVATO,BODY SAY,76.0,,,POP
1459,1459,MEGHAN TRAINOR,NO,66.8,3.0,20.0,"MEMES,POP"
1460,1460,DAVID NAIL,NIGHT'S ON FIRE,89.0,81.0,5.0,COUNTRY
1461,1461,THE LUMINEERS,OPHELIA,70.77272727272727,66.0,12.0,"PIANO,INDIE POP,INDIE ROCK,POP-ROCK,ADULT ALTERNATIVE,FOLK,FOLK ROCK,ALTERNATIVE ROCK,ROCK"
1462,1462,ZAYN,PILLOWTALK,62.4,1.0,24.0,"ALTERNATIVE R&;B,R&;B,UK,POP"
1463,1463,G,"ME, MYSELF & I",18.285714285714285,7.0,37.0,"POP,WEST COAST,RAP"
1464,1464,"JENNIFER LOPEZ, LIN",LOVE MAKE THE WORLD GO ROUND,39.3,,,"CHARITY,LGBTQ+,REGGAETON,POP"
1465,1465,KENNY CHESNEY,NOISE,28.11111111111111,72.0,14.0,COUNTRY
1466,1466,BLAKE SHELTON,CAME HERE TO FORGET,90.0,36.0,19.0,COUNTRY
1467,1467,BLINK,BORED TO DEATH,13.533333333333331,85.0,2.0,"POP-ROCK,POP,PUNK ROCK,POP-PUNK,ROCK"
1468,1468,"CARLOS VIVES, SHAKIRA",LA BICICLETA,68.76470588235294,,,"EN ESPA\XC3\XB1OL,POP"
1469,1469,O.T. GENASIS,CUT IT,66.45,35.0,20.0,RAP
1470,1470,JEREMIH,OUI,26.81132075471698,19.0,27.0,R&;B
1471,1471,ALESSIA CARA,WILD THINGS,57.65,50.0,20.0,"CANADA,POP"
1472,1472,DISTURBED,THE SOUND OF SILENCE,63.78947368421053,42.0,20.0,"FOLK ROCK,NU-METAL,METAL,HARD ROCK,ALTERNATIVE ROCK,COVER,BALLAD,ROCK"
1473,1473,PITBULL,MESSIN' AROUND,83.0,64.0,8.0,"TRAP,RAP"
1474,1474,DRAKE,STILL HERE,92.44444444444444,40.0,10.0,"CANADA,RAP"
1475,1475,DRAKE,HYPE,92.5,33.0,10.0,"TRAP,CANADA,RAP"
1476,1476,LOGIC,FLEXICUTION,87.7,,,"TRAP,RAP"
1477,1477,KEVIN GATES,REALLY REALLY,16.1,46.0,26.0,RAP
1478,1478,DRAKE,GRAMMYS,62.1,38.0,9.0,"TRAP,CANADA,RAP"
1479,1479,SHAKIRA,TRY EVERYTHING,66.42857142857143,63.0,9.0,"DISNEY,SOUNDTRACK,POP"
1480,1480,RED HOT CHILI PEPPERS,DARK NECESSITIES,46.4,67.0,2.0,"ADULT ALTERNATIVE,FUNK ROCK,ALTERNATIVE ROCK,ROCK"
1481,1481,KEVIN GATES,2 PHONES,34.625,17.0,25.0,"MEMES,TRAP,RAP"
1482,1482,TIM MCGRAW,HUMBLE AND KIND,58.4,30.0,20.0,COUNTRY
1483,1483,KANE BROWN,AIN'T NO STOPPING US NOW,83.0,,,COUNTRY
1484,1484,RIHANNA,KISS IT BETTER,63.0,62.0,12.0,"SYNTH ROCK,POP,R&;B"
1485,1485,BRYSON TILLER,EXCHANGE,55.73076923076923,26.0,34.0,"BOOM BAP,SINGER-SONGWRITER,DARK POP,SOUL POP,HARDCORE HIP-HOP,CONSCIOUS HIP-HOP,POP,DANCEHALL,SOUL,TRAP,RAP,R&;B"
1486,1486,DIERKS BENTLEY,SOMEWHERE ON A BEACH,88.0,35.0,20.0,COUNTRY
1487,1487,JACOB SARTORIUS,SWEATSHIRT,37.2,,,"MEMES,DANCE,ROCK,POP"
1488,1488,DRAKE,WITH YOU,84.0,47.0,7.0,"CANADA,RAP"
1489,1489,BELLY,MIGHT NOT,58.80952380952381,68.0,17.0,"CANADA,R&;B,RAP"
1490,1490,ALAN WALKER,FADED,74.0,80.0,8.0,"PROGRESSIVE HOUSE,HOUSE,ELECTRONIC,POP"
1491,1491,DJ SNAKE,MIDDLE,92.11111111111111,20.0,21.0,"GAMING,SOUNDTRACK,ELECTRONIC,POP"
1492,1492,MAREN MORRIS,MY CHURCH,19.19148936170213,50.0,20.0,"GOSPEL,POP COUNTRY,COUNTRY"
1493,1493,OLD DOMINION,SNAPBACK,80.9,50.0,20.0,COUNTRY
1494,1494,MIKE WILL MADE,NOTHING IS PROMISED,28.65,,,"POP,TRAP,RAP"
1495,1495,DUSTIN LYNCH,MIND READER,12.333333333333334,57.0,16.0,COUNTRY
1496,1496,BEYONCE,FORMATION,57.5,10.0,7.0,"R&;B,POP"
1497,1497,DRAKE,FEEL NO WAYS,28.83333333333333,53.0,6.0,"HIP-HOP,CANADA,RAP"
1498,1498,YO GOTTI,LAW,59.5,79.0,9.0,RAP
1499,1499,KELLY CLARKSON,PIECE BY PIECE,84.0,8.0,15.0,"ELECTRO-POP,ORCHESTRAL,POP"
1500,1500,YOUNG GREATNESS,MOOLAH,60.0,85.0,9.0,RAP
1501,1501,GHOST TOWN DJ'S,MY BOO,22.42,27.0,36.0,"MEMES,R&;B,POP"
1502,1502,JASON DERULO,IF IT AIN'T LOVE,68.52380952380952,67.0,8.0,"R&;B,POP"
1503,1503,DRAKE,9,75.52631578947368,45.0,5.0,"CANADA,RAP"
1504,1504,CHARLIE PUTH,ONE CALL AWAY,76.33333333333333,12.0,26.0,POP
1505,1505,DRAKE,U WITH ME?,46.27777777777778,44.0,4.0,"CANADA,RAP"
1506,1506,DRAKE,FIRE & DESIRE,56.05882352941177,75.0,4.0,"CANADA,RAP"
1507,1507,DRAKE,REDEMPTION,80.3076923076923,61.0,3.0,"CANADA,RAP"
1508,1508,ALISAN PORTER,DOWN THAT ROAD,93.0,,,"COUNTRY,POP"
1509,1509,SHAWN MENDES,STITCHES,96.26666666666668,4.0,52.0,POP
1510,1510,BRYSON TILLER,DON'T,98.0,13.0,34.0,"BOOM BAP,SINGER-SONGWRITER,DARK POP,SOUL POP,SOUL,RAP,TRAP,ALTERNATIVE R&;B,R&;B"
1511,1511,DRAKE,WESTON ROAD FLOWS,82.07692307692308,54.0,2.0,"CANADA,RAP"
1512,1512,DRAKE,KEEP THE FAMILY CLOSE,76.35,68.0,2.0,"BALLAD,POP,CANADA,RAP"
1513,1513,DRAKE,FAITHFUL,85.0,72.0,2.0,"CANADA,RAP"
1514,1514,CHANCE THE RAPPER,BLESSINGS,76.36666666666666,,,"GOSPEL,CHRISTIAN,RAP"
1515,1515,KID INK,PROMISE,100.0,57.0,14.0,RAP
1516,1516,BLAKE SHELTON,GO AHEAD AND BREAK MY HEART,88.5,,,COUNTRY
1517,1517,JENNIFER LOPEZ,AIN'T YOUR MAMA,86.71428571428571,76.0,2.0,POP
1518,1518,BEYONCE,6 INCH,85.8,18.0,3.0,"CANADA,R&;B,POP"
1519,1519,RASCAL FLATTS,I LIKE THE SOUND OF THAT,72.54545454545455,52.0,16.0,COUNTRY
1520,1520,FLORIDA GEORGIA LINE,CONFESSION,41.66666666666666,53.0,20.0,"COUNTRY,ROCK"
1521,1521,IGGY AZALEA,TEAM,37.642857142857146,42.0,8.0,"AUSSIE HIP-HOP,AUSTRALIA,ELECTRO-HOP,ELECTRONIC,POP,RAP"
1522,1522,BEYONCE,DON'T HURT YOURSELF,77.3,28.0,2.0,"POP-ROCK,ROCK,POP"
1523,1523,BEYONCE,ALL NIGHT,97.0,38.0,2.0,"POP,R&;B"
1524,1524,BEYONCE,FREEDOM,87.0,35.0,2.0,"WEST COAST,RAP,R&;B"
1525,1525,BEYONCE,DADDY LESSONS,34.0,41.0,2.0,"COUNTRY,BLUEGRASS"
1526,1526,BEYONCE,PRAY YOU CATCH ME,66.2,37.0,2.0,"POP,R&;B"
1527,1527,BEYONCE,SANDCASTLES,64.33333333333333,43.0,2.0,"BALLAD,R&;B,POP"
1528,1528,BEYONCE,LOVE DROUGHT,50.75,47.0,2.0,"R&;B,POP"
1529,1529,DRAKE,VIEWS,83.5,,,"CANADA,RAP"
1530,1530,DRAKE,SUMMER SIXTEEN,75.33333333333333,6.0,14.0,"BEEF,CANADA,RAP"
1531,1531,PRINCE AND THE REVOLUTION,PURPLE RAIN,16.4375,2.0,18.0,"EIGHTIES,SOUL,SOUL POP,POP,SOUNDTRACK,R&;B,ROCK"
1532,1532,PRINCE,WHEN DOVES CRY,69.0,1.0,23.0,"EIGHTIES,SOUNDTRACK,FUNK,POP,R&;B,ROCK"
1533,1533,PRINCE,LITTLE RED CORVETTE,97.0,6.0,24.0,"SYNTH-POP,NEW WAVE,POP,ROCK,R&;B"
1534,1534,PRINCE AND THE REVOLUTION,KISS,75.0,1.0,20.0,"POP,FUNK,R&;B,ROCK"
1535,1535,PRINCE AND THE REVOLUTION,LET'S GO CRAZY,50.73333333333333,1.0,21.0,"SOUNDTRACK,FUNK,R&;B,ROCK"
1536,1536,PRINCE,1999,51.07692307692308,12.0,30.0,"DANCE,FUNK,POP,ROCK"
1537,1537,PRINCE AND THE REVOLUTION,RASPBERRY BERET,78.0,2.0,18.0,"EIGHTIES,POP,R&;B,ROCK"
1538,1538,PRINCE AND THE REVOLUTION,I WOULD DIE 4 U,72.35135135135135,8.0,16.0,"EIGHTIES,SOUNDTRACK,POP,FUNK,R&;B,ROCK"
1539,1539,"DRAKE, FUTURE",JUMPMAN,88.55555555555556,12.0,32.0,"TRAP,CANADA,RAP"
1540,1540,BEYONCE,FORWARD,84.2,,,"R&;B,POP"
1541,1541,CHRIS BROWN,BACK TO SLEEP,45.51851851851852,20.0,20.0,"POP,RAP,REMIX,R&;B"
1542,1542,COLE SWINDELL,YOU SHOULD BE HERE,93.33333333333331,31.0,20.0,COUNTRY
1543,1543,A$AP FERG,NEW LEVEL,65.6,90.0,3.0,"ATLANTA,EAST COAST,TRAP,RAP"
1544,1544,JUSTIN BIEBER,COMPANY,90.0,53.0,12.0,"ELECTRONIC,DANCE-POP,DANCE,CANADA,POP"
1545,1545,THE WEEKND,ACQUAINTED,98.0,60.0,18.0,"CANADA,POP,R&;B"
1546,1546,LEE BRICE,THAT DON'T SOUND LIKE YOU,75.8,64.0,11.0,COUNTRY
1547,1547,SELENA GOMEZ,HANDS TO MYSELF,31.35,7.0,20.0,POP
1548,1548,ADELE,HELLO,59.0,1.0,26.0,"ADULT ALTERNATIVE,ADULT CONTEMPORARY,BALLAD,PIANO,SOUL,MEMES,UK,POP"
1549,1549,YO GOTTI,DOWN IN THE DM,37.07692307692308,13.0,21.0,RAP
1550,1550,THE WEEKND,THE HILLS,52.3,1.0,48.0,"TRAP,ALTERNATIVE R&;B,CANADA,POP,R&;B"
1551,1551,TAYLOR SWIFT,NEW ROMANTICS,62.0,46.0,8.0,"NEW WAVE,SYNTH-POP,POP"
1552,1552,BRETT ELDREDGE,DRUNK ON YOUR LOVE,66.1,35.0,15.0,COUNTRY
1553,1553,TY DOLLA $IGN,SAVED,66.41176470588235,81.0,9.0,RAP
1554,1554,CHASE BRYANT,LITTLE BIT OF YOU,56.0,71.0,11.0,POP
1555,1555,DJ LUKE NASTY,MIGHT BE,38.35,78.0,10.0,RAP
1556,1556,KANYE WEST,PT. 2,75.05882352941177,54.0,3.0,"EXPERIMENTAL,TRAP,RAP"
1557,1557,FETTY WAP,JIMMY CHOO,69.375,65.0,11.0,RAP
1558,1558,JONAS BLUE,FAST CAR,36.25,98.0,5.0,"DANCE-POP,UK,DANCE,POP"
1559,1559,THOMAS RHETT,DIE A HAPPY MAN,69.44444444444444,21.0,30.0,COUNTRY
1560,1560,CHRIS STAPLETON,NOBODY TO BLAME,83.2,68.0,15.0,COUNTRY
1561,1561,KANYE WEST,WAVES,55.2,71.0,2.0,"DMV,GOSPEL,R&;B,TRAP,RAP"
1562,1562,ROBIN SCHULZ,SUGAR,49.05555555555556,44.0,15.0,"ELECTRONIC,DANCE,POP"
1563,1563,KANYE WEST,ULTRALIGHT BEAM,69.27272727272727,67.0,2.0,"HIP-HOP,GOSPEL,CHRISTIAN,RAP"
1564,1564,PANIC! AT THE DISCO,VICTORIOUS,77.94736842105263,89.0,4.0,"ROCK,SYNTH-POP,POWER POP,POP-ROCK,POP"
1565,1565,DRAKE,HOTLINE BLING,78.66666666666667,2.0,36.0,"HIP-HOP,RAP,PRODUCER,POP,R&;B,MEMES,CANADA"
1566,1566,ADELE,WHEN WE WERE YOUNG,57.0,14.0,20.0,"PIANO,BALLAD,SOUL,UK,POP"
1567,1567,KANYE WEST,FML,68.28571428571429,,,"ALTERNATIVE R&;B,R&;B,CANADA,RAP"
1568,1568,CHRIS STAPLETON,TENNESSEE WHISKEY,87.0,20.0,6.0,COUNTRY
1569,1569,KANYE WEST,REAL FRIENDS,100.0,,,"WEST COAST,RAP"
1570,1570,ZAC BROWN BAND,BEAUTIFUL DRUG,31.35897435897436,52.0,20.0,COUNTRY
1571,1571,CARRIE UNDERWOOD,HEARTBEAT,86.88888888888889,42.0,14.0,COUNTRY
1572,1572,KANYE WEST,FEEDBACK,71.81818181818181,,,"INDUSTRIAL,EXPERIMENTAL,PRODUCER,RAP"
1573,1573,FETTY WAP,679,81.1,4.0,40.0,"R&;B,TRAP,RAP"
1574,1574,JUSTIN BIEBER,WHAT DO YOU MEAN?,51.6,1.0,31.0,"CANADA,TROPICAL HOUSE,ELECTRO-POP,ELECTRONIC,POP"
1575,1575,MEGHAN TRAINOR,LIKE I'M GONNA LOSE YOU,92.0,8.0,39.0,POP
1576,1576,POST MALONE,WHITE IVERSON,75.72413793103448,14.0,30.0,"HIP-HOP,CLOUD RAP,TRAP,MEMES,SPORTS,RAP"
1577,1577,ZAYN,LIKE I WOULD,84.0,55.0,3.0,"R&;B,UK,POP"
1578,1578,RACHEL PLATTEN,STAND BY YOU,66.36842105263158,37.0,20.0,POP
1579,1579,"SHAWN MENDES, CAMILA CABELLO",I KNOW WHAT YOU DID LAST SUMMER,51.9,20.0,20.0,POP
1580,1580,YOUNG THUG,WITH THEM,24.0,,,"ATLANTA,TRAP,RAP"
1581,1581,LUKE BRYAN,HOME ALONE TONIGHT,81.25,38.0,19.0,COUNTRY
1582,1582,YOUNG THUG,DIGITS,66.21428571428571,,,"ATLANTA,TRAP,RAP"
1583,1583,ELLIE GOULDING,SOMETHING IN THE WAY YOU MOVE,64.88888888888889,43.0,10.0,POP
1584,1584,GWEN STEFANI,MAKE ME LIKE YOU,21.925,54.0,5.0,POP
1585,1585,DAYA,HIDE AWAY,78.6923076923077,23.0,27.0,"ELECTRO-POP,POP"
1586,1586,ALESSIA CARA,HERE,38.61111111111112,5.0,34.0,"PRODUCER,POP,R&;B"
1587,1587,SELENA GOMEZ,SAME OLD LOVE,73.4375,5.0,28.0,POP
1588,1588,ELLE KING,EX'S & OH'S,32.7,10.0,38.0,"ADULT CONTEMPORARY,ADULT ALTERNATIVE,BLUES ROCK,ALTERNATIVE COUNTRY,ALTERNATIVE ROCK,POP-ROCK,ROCK,POP"
1589,1589,THE WEEKND,IN THE NIGHT,35.0,12.0,20.0,"CANADA,POP,R&;B"
1590,1590,COLDPLAY,ADVENTURE OF A LIFETIME,36.81578947368421,13.0,20.0,"DANCE-POP,DISCO,POP,ROCK"
1591,1591,GRANGER SMITH,BACKROAD SONG,45.61764705882353,49.0,16.0,COUNTRY
1592,1592,THE WEEKND,CAN'T FEEL MY FACE,34.0,1.0,41.0,"INDIE POP,SOUL POP,ALTERNATIVE R&;B,NU DISCO,FUNK,CANADA,POP,R&;B"
1593,1593,RANDY HOUSER,WE WENT,100.0,60.0,13.0,COUNTRY
1594,1594,KEITH URBAN,BREAK ON ME.,99.0,54.0,12.0,COUNTRY
1595,1595,2 CHAINZ,WATCH OUT,65.0,64.0,11.0,RAP
1596,1596,JASON DERULO,GET UGLY,60.68421052631579,52.0,12.0,"POP,R&;B"
1597,1597,2 CHAINZ,GOTTA LOTTA,42.84615384615385,,,RAP
1598,1598,TRAVIS SCOTT,ANTIDOTE,96.0,16.0,26.0,"TRAP,HIP-HOP,MEMES,RAP"
1599,1599,WIZ KHALIFA,SEE YOU AGAIN,72.28571428571429,1.0,52.0,"HIP-HOP,PIANO,POP,MEMORIAL,SOUNDTRACK,RAP"
1600,1600,FLO RIDA,HELLO FRIDAY,17.15,,,RAP
1601,1601,LADY GAGA,TIL IT HAPPENS TO YOU,84.0,,,"SCREEN,POP"
1602,1602,EMPIRE OF THE SUN,WALKING ON A DREAM,48.05,65.0,5.0,"ADULT ALTERNATIVE,SOUNDTRACK,POP,DANCE-POP,ALTERNATIVE ROCK,ALTERNATIVE POP,ALTERNATIVE DANCE,PSYCHEDELIC ROCK,SYNTH ROCK,SYNTH-POP,NEW WAVE,POP-ROCK,INDIE ROCK,INDIE POP,ROCK"
1603,1603,ONE DIRECTION,HISTORY,61.325581395348834,65.0,6.0,"BOY BAND,UK,POP"
1604,1604,TAYLOR SWIFT,WILDEST DREAMS,74.44444444444444,5.0,27.0,"DREAM-POP,POP"
1605,1605,KELSEA BALLERINI,DIBS,98.0,58.0,17.0,COUNTRY
