,rank,artist,song,rank_last_week,peak_rank,weeks_on_chart,date
4358,59,Maluma & The Weeknd,Hawai,55,55,9,2020-10-31
4359,60,Sam Smith,Diamonds,59,51,5,2020-10-31
4360,61,Morgan Wallen,7 Summers,56,6,10,2020-10-31
4361,62,Jon Pardi,Ain't Always The Cowboy,61,61,8,2020-10-31
4362,63,Megan Thee Stallion Featuring Young Thug,Don't Stop,53,30,3,2020-10-31
4363,64,Conan Gray,Heather,60,46,10,2020-10-31
4364,65,Chris Stapleton,Starting Over,64,57,8,2020-10-31
4365,66,SZA Featuring Ty Dolla $ign,Hit Different,66,29,7,2020-10-31
4366,67,Polo G,Martin & Gina,67,61,12,2020-10-31
4367,68,Chris Lane,"Big, Big Plans",78,68,3,2020-10-31
4368,69,Jhene Aiko Featuring H.E.R.,B.S.,76,24,12,2020-10-31
4369,70,Ne-Yo & Jeremih,U 2 Luv,80,70,3,2020-10-31
4370,71,G-Eazy Featuring blackbear,Hate The Way,0,71,1,2020-10-31
4371,72,Lil Baby,The Bigger Picture,68,3,19,2020-10-31
4372,73,"Sech, Daddy Yankee & J Balvin Featuring Rosalia & Farruko",Relacion,75,64,7,2020-10-31
4373,74,Niko Moon,Good Time,84,74,3,2020-10-31
4374,75,Chloe X Halle,Do It,77,63,10,2020-10-31
4375,76,DJ Khaled Featuring Drake,Greece,71,8,14,2020-10-31
4376,77,YoungBoy Never Broke Again,Kacey Talk,82,50,10,2020-10-31
4377,78,DaBaby Featuring Young Thug,Blind,83,78,5,2020-10-31
4378,79,Ritt Momney,Put Your Records On,93,79,3,2020-10-31
4379,80,Marshmello & Demi Lovato,OK Not To Be OK,70,36,6,2020-10-31
4380,81,Larray,Canceled,0,81,1,2020-10-31
4381,82,21 Savage & Metro Boomin,Glock In My Lap,63,19,3,2020-10-31
4382,83,"J Balvin, Dua Lipa, Bad Bunny & Tainy",Un Dia (One Day),73,63,13,2020-10-31
4383,84,BLACKPINK X Selena Gomez,Ice Cream,72,13,8,2020-10-31
4384,85,Kenny Chesney,Happy Does,0,85,1,2020-10-31
4385,86,Juice WRLD & The Weeknd,Smile,89,8,10,2020-10-31
4386,87,Topic & A7S,Breaking Me,79,53,13,2020-10-31
4387,88,Taylor Swift,Cardigan,85,1,13,2020-10-31
4388,89,Megan Thee Stallion,Girls In The Hood,87,28,17,2020-10-31
4389,90,Lil Durk Featuring Lil Baby & Polo G,3 Headed Goat,96,43,16,2020-10-31
4390,91,Tim McGraw,I Called Mama,81,53,12,2020-10-31
4391,92,Machine Gun Kelly,Bloody Valentine,86,50,4,2020-10-31
4392,93,BRS Kash,Throat Baby (Go Baby),0,93,1,2020-10-31
4393,94,Kelsea Ballerini,Hole In The Bottle,95,94,2,2020-10-31
4394,95,Nio Garcia x Anuel AA x Myke Towers x Brray x Juanka,La Jeepeta,97,93,10,2020-10-31
4395,96,Ozuna x Karol G x Myke Towers,Caramelo,90,76,10,2020-10-31
4396,97,T.I. Featuring Lil Baby,Pardon,0,97,1,2020-10-31
4397,98,Keith Urban Duet With P!nk,One Too Many,99,62,4,2020-10-31
4398,99,Gunna Featuring Young Thug,Dollaz On My Head,91,38,19,2020-10-31
4399,100,Lady A,Champagne Night,0,100,1,2020-10-31
4400,1,Ariana Grande,Positions,0,1,1,2020-11-07
4401,2,Luke Combs,Forever After All,0,2,1,2020-11-07
4402,3,24kGoldn Featuring iann dior,Mood,1,1,12,2020-11-07
4403,4,Drake Featuring Lil Durk,Laugh Now Cry Later,3,2,11,2020-11-07
4404,5,The Weeknd,Blinding Lights,4,1,48,2020-11-07
4405,6,Gabby Barrett Featuring Charlie Puth,I Hope,6,6,44,2020-11-07
4406,7,Cardi B Featuring Megan Thee Stallion,WAP,2,1,12,2020-11-07
4407,8,Jawsh 685 x Jason Derulo,Savage Love (Laxed - Siren Beat),5,1,20,2020-11-07
4408,9,Internet Money & Gunna Featuring Don Toliver & NAV,Lemonade,10,9,11,2020-11-07
4409,10,Justin Bieber Featuring Chance The Rapper,Holy,9,3,6,2020-11-07
4410,11,DaBaby Featuring Roddy Ricch,Rockstar,8,1,28,2020-11-07
4411,12,BTS,Dynamite,7,1,10,2020-11-07
4412,13,Lewis Capaldi,Before You Go,12,9,39,2020-11-07
4413,14,Pop Smoke Featuring Lil Baby & DaBaby,For The Night,13,6,17,2020-11-07
4414,15,Harry Styles,Watermelon Sugar,11,1,32,2020-11-07
4415,16,Chris Brown & Young Thug,Go Crazy,15,9,25,2020-11-07
4416,17,Moneybagg Yo,Said Sum,23,17,17,2020-11-07
4417,18,Post Malone,Circles,19,1,61,2020-11-07
4418,19,Kane Brown With Swae Lee & Khalid,Be Like That,20,19,16,2020-11-07
4419,20,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",Whats Poppin,18,2,38,2020-11-07
4420,21,Jason Aldean,Got What I Got,16,16,22,2020-11-07
4421,22,Ava Max,Kings & Queens,24,22,12,2020-11-07
4422,23,Morgan Wallen,More Than My Hometown,28,23,20,2020-11-07
4423,24,Juice WRLD x Marshmello,Come & Go,22,2,16,2020-11-07
4424,25,Surf Mesa Featuring Emilee,ily,27,25,23,2020-11-07
4425,26,Lee Brice,One Of Them Girls,17,17,22,2020-11-07
4426,27,Justin Bieber & benny blanco,Lonely,14,14,2,2020-11-07
4427,28,AJR,Bang!,26,26,17,2020-11-07
4428,29,Pop Smoke,What You Know Bout Love,25,25,8,2020-11-07
4429,30,Luke Combs,Better Together,57,30,4,2020-11-07
4430,31,Harry Styles,Adore You,31,6,47,2020-11-07
4431,32,Shawn Mendes,Wonder,30,18,4,2020-11-07
4432,33,Fleetwood Mac,Dreams,21,1,23,2020-11-07
4433,34,Jack Harlow,Tyler Herro,0,34,1,2020-11-07
4434,35,Pop Smoke Featuring 50 Cent & Roddy Ricch,The Woo,32,11,17,2020-11-07
4435,36,HARDY Featuring Lauren Alaina & Devin Dawson,One Beer,37,36,21,2020-11-07
4436,37,Russell Dickerson,Love You Like I Used To,41,37,8,2020-11-07
4437,38,Dua Lipa,Don't Start Now,36,2,52,2020-11-07
4438,39,SAINt JHN,Roses,33,4,32,2020-11-07
4439,40,Rod Wave Featuring ATR Son Son,Rags2Riches,38,12,18,2020-11-07
4440,41,Luke Combs,Lovin' On You,45,23,18,2020-11-07
4441,42,Dua Lipa Featuring DaBaby,Levitating,47,42,4,2020-11-07
4442,43,Parker McCollum,Pretty Heart,44,43,16,2020-11-07
4443,44,Dua Lipa,Break My Heart,34,13,31,2020-11-07
4444,45,Jameson Rodgers,Some Girls,29,29,12,2020-11-07
4445,46,Blake Shelton Featuring Gwen Stefani,Happy Anywhere,49,45,14,2020-11-07
4446,47,Pop Smoke Featuring Lil Tjay,Mood Swings,40,17,17,2020-11-07
4447,48,Matt Stell,Everywhere But On,56,48,8,2020-11-07
4448,49,21 Savage & Metro Boomin Featuring Drake,Mr. Right Now,42,10,4,2020-11-07
4449,50,Dan + Shay,I Should Probably Go To Bed,43,42,13,2020-11-07
4450,51,Travis Scott Featuring Young Thug & M.I.A.,Franchise,39,1,5,2020-11-07
4451,52,Money Man Featuring Lil Baby,24,51,49,11,2020-11-07
4452,53,Ty Dolla $ign Featuring Post Malone,Spicy,0,53,1,2020-11-07
4453,54,DJ Khaled Featuring Drake,Popstar,46,3,15,2020-11-07
4454,55,Tate McRae,You Broke Me First.,58,55,10,2020-11-07
4455,56,Miley Cyrus,Midnight Sky,48,14,11,2020-11-07
4456,57,Machine Gun Kelly X blackbear,My Ex's Best Friend,54,28,11,2020-11-07
4457,58,Sam Smith,Diamonds,60,51,6,2020-11-07
4458,59,Saweetie,Tap In,53,20,16,2020-11-07
4459,60,Morgan Wallen,7 Summers,61,6,11,2020-11-07
4460,61,21 Savage & Metro Boomin,Runnin,50,9,4,2020-11-07
4461,62,Juice WRLD,Wishing Well,55,5,16,2020-11-07
4462,63,Chris Stapleton,Starting Over,65,57,9,2020-11-07
4463,64,Maluma & The Weeknd,Hawai,59,55,10,2020-11-07
4464,65,Jon Pardi,Ain't Always The Cowboy,62,61,9,2020-11-07
4465,66,Ne-Yo & Jeremih,U 2 Luv,70,66,4,2020-11-07
4466,67,Chris Lane,"Big, Big Plans",68,67,4,2020-11-07
4467,68,SZA Featuring Ty Dolla $ign,Hit Different,66,29,8,2020-11-07
4468,69,Luke Combs,The Other Guy,0,69,1,2020-11-07
4469,70,H.E.R.,Damage,0,70,1,2020-11-07
4470,71,Conan Gray,Heather,64,46,11,2020-11-07
4471,72,Megan Thee Stallion Featuring Young Thug,Don't Stop,63,30,4,2020-11-07
4472,73,Polo G,Martin & Gina,67,61,13,2020-11-07
4473,74,Harry Styles,Golden,0,74,2,2020-11-07
4474,75,Jhene Aiko Featuring H.E.R.,B.S.,69,24,13,2020-11-07
4475,76,Saweetie Featuring Jhene Aiko,Back To The Streets,0,76,1,2020-11-07
4476,77,The Kid LAROI,So Done,0,77,1,2020-11-07
4477,78,Luke Combs Featuring Amanda Shires,Without You,0,70,2,2020-11-07
4478,79,"Sech, Daddy Yankee & J Balvin Featuring Rosalia & Farruko",Relacion,73,64,8,2020-11-07
4479,80,Ritt Momney,Put Your Records On,79,79,4,2020-11-07
4480,81,Niko Moon,Good Time,74,74,4,2020-11-07
4481,82,Lil Baby,The Bigger Picture,72,3,20,2020-11-07
4482,83,DaBaby Featuring Young Thug,Blind,78,78,6,2020-11-07
4483,84,Luke Combs,Cold As You,0,84,1,2020-11-07
4484,85,YoungBoy Never Broke Again,Kacey Talk,77,50,11,2020-11-07
4485,86,DaBaby,Practice,0,86,1,2020-11-07
4486,87,Kelsea Ballerini,Hole In The Bottle,94,87,3,2020-11-07
4487,88,Sada Baby Featuring Nicki Minaj,Whole Lotta Choppas,35,35,3,2020-11-07
4488,89,Yung Bleu Featuring Drake,You're Mines Still,52,52,2,2020-11-07
4489,90,Lady A,Champagne Night,100,90,2,2020-11-07
4490,91,DJ Khaled Featuring Drake,Greece,76,8,15,2020-11-07
4491,92,Kenny Chesney,Happy Does,85,85,2,2020-11-07
4492,93,BRS Kash,Throat Baby (Go Baby),93,93,2,2020-11-07
4493,94,"J Balvin, Dua Lipa, Bad Bunny & Tainy",Un Dia (One Day),83,63,14,2020-11-07
4494,95,Chloe X Halle,Do It,75,63,11,2020-11-07
4495,96,Taylor Swift,Cardigan,88,1,14,2020-11-07
4496,97,Machine Gun Kelly & Halsey,Forget Me Too,0,44,3,2020-11-07
4497,98,Farruko,La Toxica,0,98,1,2020-11-07
4498,99,Joel Corry X MNEK,Head & Heart,0,99,1,2020-11-07
4499,100,Little Big Town,"Wine, Beer, Whiskey",0,100,1,2020-11-07
4500,1,24kGoldn Featuring iann dior,Mood,3,1,13,2020-11-14
4501,2,Ariana Grande,Positions,1,1,2,2020-11-14
4502,3,Drake Featuring Lil Durk,Laugh Now Cry Later,4,2,12,2020-11-14
4503,4,The Weeknd,Blinding Lights,5,1,49,2020-11-14
4504,5,Gabby Barrett Featuring Charlie Puth,I Hope,6,5,45,2020-11-14
4505,6,Jawsh 685 x Jason Derulo,Savage Love (Laxed - Siren Beat),8,1,21,2020-11-14
4506,7,Internet Money & Gunna Featuring Don Toliver & NAV,Lemonade,9,7,12,2020-11-14
4507,8,Ariana Grande Feat. Doja Cat & Megan Thee Stallion,34+35,0,8,1,2020-11-14
4508,9,Bad Bunny & Jhay Cortez,Dakiti,0,9,1,2020-11-14
4509,10,Cardi B Featuring Megan Thee Stallion,WAP,7,1,13,2020-11-14
4510,11,Justin Bieber Featuring Chance The Rapper,Holy,10,3,7,2020-11-14
4511,12,Pop Smoke Featuring Lil Baby & DaBaby,For The Night,14,6,18,2020-11-14
4512,13,DaBaby Featuring Roddy Ricch,Rockstar,11,1,29,2020-11-14
4513,14,Lewis Capaldi,Before You Go,13,9,40,2020-11-14
4514,15,Chris Brown & Young Thug,Go Crazy,16,9,26,2020-11-14
4515,16,BTS,Dynamite,12,1,11,2020-11-14
4516,17,Harry Styles,Watermelon Sugar,15,1,33,2020-11-14
4517,18,Luke Combs,Forever After All,2,2,2,2020-11-14
4518,19,Ava Max,Kings & Queens,22,19,13,2020-11-14
4519,20,Moneybagg Yo,Said Sum,17,17,18,2020-11-14
4520,21,Justin Bieber & benny blanco,Lonely,27,14,3,2020-11-14
4521,22,Kane Brown With Swae Lee & Khalid,Be Like That,19,19,17,2020-11-14
4522,23,Morgan Wallen,More Than My Hometown,23,23,21,2020-11-14
4523,24,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",Whats Poppin,20,2,39,2020-11-14
4524,25,Surf Mesa Featuring Emilee,ily,25,25,24,2020-11-14
4525,26,AJR,Bang!,28,26,18,2020-11-14
4526,27,Lee Brice,One Of Them Girls,26,17,23,2020-11-14
4527,28,Jason Aldean,Got What I Got,21,16,23,2020-11-14
4528,29,Dua Lipa Featuring DaBaby,Levitating,42,29,5,2020-11-14
4529,30,Pop Smoke,What You Know Bout Love,29,25,9,2020-11-14
4530,31,Juice WRLD x Marshmello,Come & Go,24,2,17,2020-11-14
4531,32,Ariana Grande Featuring Doja Cat,Motive,0,32,1,2020-11-14
4532,33,Shawn Mendes,Wonder,32,18,5,2020-11-14
4533,34,Russell Dickerson,Love You Like I Used To,37,34,9,2020-11-14
4534,35,Ariana Grande Featuring The Weeknd,Off The Table,0,35,1,2020-11-14
4535,36,HARDY Featuring Lauren Alaina & Devin Dawson,One Beer,36,36,22,2020-11-14
4536,37,Harry Styles,Adore You,31,6,48,2020-11-14
4537,38,Parker McCollum,Pretty Heart,43,38,17,2020-11-14
4538,39,Pop Smoke Featuring 50 Cent & Roddy Ricch,The Woo,35,11,18,2020-11-14
4539,40,Ariana Grande,pov,0,40,1,2020-11-14
4540,41,Luke Combs,Better Together,30,30,5,2020-11-14
4541,42,Rod Wave Featuring ATR Son Son,Rags2Riches,40,12,19,2020-11-14
4542,43,Ariana Grande,Just Like Magic,0,43,1,2020-11-14
4543,44,SAINt JHN,Roses,39,4,33,2020-11-14
4544,45,Sam Smith,Diamonds,58,45,7,2020-11-14
4545,46,Blake Shelton Featuring Gwen Stefani,Happy Anywhere,46,45,15,2020-11-14
4546,47,Ariana Grande,Shut Up,0,47,1,2020-11-14
4547,48,Michael Jackson,Thriller,0,4,20,2020-11-14
4548,49,Ariana Grande,Nasty,0,49,1,2020-11-14
4549,50,Dua Lipa,Break My Heart,44,13,32,2020-11-14
4550,51,Matt Stell,Everywhere But On,48,48,9,2020-11-14
4551,52,Ariana Grande Featuring Ty Dolla $ign,Safety Net,0,52,1,2020-11-14
4552,53,Pop Smoke Featuring Lil Tjay,Mood Swings,47,17,18,2020-11-14
4553,54,Jack Harlow,Tyler Herro,34,34,2,2020-11-14
4554,55,21 Savage & Metro Boomin Featuring Drake,Mr. Right Now,49,10,5,2020-11-14
4555,56,Luke Combs,Lovin' On You,41,23,19,2020-11-14
4556,57,Jameson Rodgers,Some Girls,45,29,13,2020-11-14
4557,58,Dan + Shay,I Should Probably Go To Bed,50,42,14,2020-11-14
4558,59,Travis Scott Featuring Young Thug & M.I.A.,Franchise,51,1,6,2020-11-14
4559,60,Maluma & The Weeknd,Hawai,64,55,11,2020-11-14
4560,61,Tate McRae,You Broke Me First.,55,55,11,2020-11-14
4561,62,DJ Khaled Featuring Drake,Popstar,54,3,16,2020-11-14
4562,63,Ariana Grande,Six Thirty,0,63,1,2020-11-14
4563,64,Chris Lane,"Big, Big Plans",67,64,5,2020-11-14
4564,65,Ariana Grande,My Hair,0,65,1,2020-11-14
4565,66,Money Man Featuring Lil Baby,24,52,49,12,2020-11-14
4566,67,Machine Gun Kelly X blackbear,My Ex's Best Friend,57,28,12,2020-11-14
4567,68,Jon Pardi,Ain't Always The Cowboy,65,61,10,2020-11-14
4568,69,Chris Stapleton,Starting Over,63,57,10,2020-11-14
4569,70,Ariana Grande,Obvious,0,70,1,2020-11-14
4570,71,Ariana Grande,West Side,0,71,1,2020-11-14
4571,72,Morgan Wallen,7 Summers,60,6,12,2020-11-14
4572,73,Juice WRLD,Wishing Well,62,5,17,2020-11-14
4573,74,Ne-Yo & Jeremih,U 2 Luv,66,66,5,2020-11-14
4574,75,Ariana Grande,Love Language,0,75,1,2020-11-14
4575,76,Saweetie,Tap In,59,20,17,2020-11-14
4576,77,Jhene Aiko Featuring H.E.R.,B.S.,75,24,14,2020-11-14
4577,78,Megan Thee Stallion Featuring Young Thug,Don't Stop,72,30,5,2020-11-14
4578,79,SZA Featuring Ty Dolla $ign,Hit Different,68,29,9,2020-11-14
4579,80,Trippie Redd,Weeeeee,0,80,1,2020-11-14
4580,81,Polo G,Martin & Gina,73,61,14,2020-11-14
4581,82,Miley Cyrus,Midnight Sky,56,14,12,2020-11-14
4582,83,21 Savage & Metro Boomin,Runnin,61,9,5,2020-11-14
4583,84,Conan Gray,Heather,71,46,12,2020-11-14
4584,85,Niko Moon,Good Time,81,74,5,2020-11-14
4585,86,Harry Styles,Golden,74,74,3,2020-11-14
4586,87,BRS Kash,Throat Baby (Go Baby),93,87,3,2020-11-14
4587,88,DaBaby,Practice,86,86,2,2020-11-14
4588,89,Ritt Momney,Put Your Records On,80,79,5,2020-11-14
4589,90,DaBaby Featuring Young Thug,Blind,83,78,7,2020-11-14
4590,91,"Sech, Daddy Yankee & J Balvin Featuring Rosalia & Farruko",Relacion,79,64,9,2020-11-14
4591,92,"Lil Durk, 6LACK & Young Thug",Stay Down,0,92,1,2020-11-14
4592,93,YoungBoy Never Broke Again,Kacey Talk,85,50,12,2020-11-14
4593,94,Lady A,Champagne Night,90,90,3,2020-11-14
4594,95,Kelsea Ballerini,Hole In The Bottle,87,87,4,2020-11-14
4595,96,Kenny Chesney,Happy Does,92,85,3,2020-11-14
4596,97,The Kid LAROI,So Done,77,77,2,2020-11-14
4597,98,DJ Chose Featuring BeatKing,Thick,0,98,1,2020-11-14
4598,99,Farruko,La Toxica,98,98,2,2020-11-14
4599,100,Jason Derulo,Take You Dancing,0,100,1,2020-11-14
4600,1,24kGoldn Featuring iann dior,Mood,1,1,14,2020-11-21
4601,2,Ariana Grande,Positions,2,1,3,2020-11-21
4602,3,Gabby Barrett Featuring Charlie Puth,I Hope,5,3,46,2020-11-21
4603,4,Drake Featuring Lil Durk,Laugh Now Cry Later,3,2,13,2020-11-21
4604,5,The Weeknd,Blinding Lights,4,1,50,2020-11-21
4605,6,Internet Money & Gunna Featuring Don Toliver & NAV,Lemonade,7,6,13,2020-11-21
4606,7,Justin Bieber Featuring Chance The Rapper,Holy,11,3,8,2020-11-21
4607,8,Bad Bunny & Jhay Cortez,Dakiti,9,8,2,2020-11-21
4608,9,Jawsh 685 x Jason Derulo,Savage Love (Laxed - Siren Beat),6,1,22,2020-11-21
4609,10,Pop Smoke Featuring Lil Baby & DaBaby,For The Night,12,6,19,2020-11-21
4610,11,Cardi B Featuring Megan Thee Stallion,WAP,10,1,14,2020-11-21
4611,12,Maluma & The Weeknd,Hawai,60,12,12,2020-11-21
4612,13,Chris Brown & Young Thug,Go Crazy,15,9,27,2020-11-21
4613,14,DaBaby Featuring Roddy Ricch,Rockstar,13,1,30,2020-11-21
4614,15,Ava Max,Kings & Queens,19,15,14,2020-11-21
4615,16,Lewis Capaldi,Before You Go,14,9,41,2020-11-21
4616,17,BTS,Dynamite,16,1,12,2020-11-21
4617,18,Harry Styles,Watermelon Sugar,17,1,34,2020-11-21
4618,19,Morgan Wallen,More Than My Hometown,23,19,22,2020-11-21
4619,20,Kane Brown With Swae Lee & Khalid,Be Like That,22,19,18,2020-11-21
4620,21,Justin Bieber & benny blanco,Lonely,21,14,4,2020-11-21
4621,22,Moneybagg Yo,Said Sum,20,17,19,2020-11-21
4622,23,Surf Mesa Featuring Emilee,ily,25,23,25,2020-11-21
4623,24,AJR,Bang!,26,24,19,2020-11-21
4624,25,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",Whats Poppin,24,2,40,2020-11-21
4625,26,Dua Lipa Featuring DaBaby,Levitating,29,26,6,2020-11-21
4626,27,Luke Combs,Forever After All,18,2,3,2020-11-21
4627,28,Pop Smoke,What You Know Bout Love,30,25,10,2020-11-21
4628,29,Lee Brice,One Of Them Girls,27,17,24,2020-11-21
4629,30,Ariana Grande Feat. Doja Cat & Megan Thee Stallion,34+35,8,8,2,2020-11-21
4630,31,Russell Dickerson,Love You Like I Used To,34,31,10,2020-11-21
4631,32,Shawn Mendes,Wonder,33,18,6,2020-11-21
4632,33,HARDY Featuring Lauren Alaina & Devin Dawson,One Beer,36,33,23,2020-11-21
4633,34,Jason Aldean,Got What I Got,28,16,24,2020-11-21
4634,35,"Mike WiLL Made-It, Nicki Minaj & YoungBoy Never Broke Again",What That Speed Bout!?,0,35,1,2020-11-21
4635,36,Blake Shelton Featuring Gwen Stefani,Happy Anywhere,46,36,16,2020-11-21
4636,37,Parker McCollum,Pretty Heart,38,37,18,2020-11-21
4637,38,Juice WRLD x Marshmello,Come & Go,31,2,18,2020-11-21
4638,39,Luke Combs,Better Together,41,30,6,2020-11-21
4639,40,Sam Smith,Diamonds,45,40,8,2020-11-21
4640,41,Pop Smoke Featuring 50 Cent & Roddy Ricch,The Woo,39,11,19,2020-11-21
4641,42,Rod Wave Featuring ATR Son Son,Rags2Riches,42,12,20,2020-11-21
4642,43,Harry Styles,Adore You,37,6,49,2020-11-21
4643,44,Miley Cyrus,Midnight Sky,82,14,13,2020-11-21
4644,45,Ariana Grande,pov,40,40,2,2020-11-21
4645,46,SAINt JHN,Roses,44,4,34,2020-11-21
4646,47,King Von,Took Her To The O,0,47,1,2020-11-21
4647,48,Chris Stapleton,Starting Over,69,48,11,2020-11-21
4648,49,Dan + Shay,I Should Probably Go To Bed,58,42,15,2020-11-21
4649,50,Tate McRae,You Broke Me First.,61,50,12,2020-11-21
4650,51,Luke Combs,Lovin' On You,56,23,20,2020-11-21
4651,52,21 Savage & Metro Boomin Featuring Drake,Mr. Right Now,55,10,6,2020-11-21
4652,53,Pop Smoke Featuring Lil Tjay,Mood Swings,53,17,19,2020-11-21
4653,54,Matt Stell,Everywhere But On,51,48,10,2020-11-21
4654,55,Travis Scott Featuring Young Thug & M.I.A.,Franchise,59,1,7,2020-11-21
4655,56,Chris Lane,"Big, Big Plans",64,56,6,2020-11-21
4656,57,Jack Harlow,Tyler Herro,54,34,3,2020-11-21
4657,58,Jon Pardi,Ain't Always The Cowboy,68,58,11,2020-11-21
4658,59,The Kid LAROI,So Done,97,59,3,2020-11-21
4659,60,Machine Gun Kelly X blackbear,My Ex's Best Friend,67,28,13,2020-11-21
4660,61,Jhene Aiko Featuring H.E.R.,B.S.,77,24,15,2020-11-21
4661,62,Jameson Rodgers,Some Girls,57,29,14,2020-11-21
4662,63,Morgan Wallen,7 Summers,72,6,13,2020-11-21
4663,64,DJ Khaled Featuring Drake,Popstar,62,3,17,2020-11-21
4664,65,NAV Featuring Lil Baby,Don't Need Friends,0,65,1,2020-11-21
4665,66,King Von Featuring Polo G,The Code,0,66,1,2020-11-21
4666,67,Money Man Featuring Lil Baby,24,66,49,13,2020-11-21
4667,68,Ne-Yo & Jeremih,U 2 Luv,74,66,6,2020-11-21
4668,69,BRS Kash,Throat Baby (Go Baby),87,69,4,2020-11-21
4669,70,Juice WRLD,Wishing Well,73,5,18,2020-11-21
4670,71,SZA Featuring Ty Dolla $ign,Hit Different,79,29,10,2020-11-21
4671,72,Polo G,Martin & Gina,81,61,15,2020-11-21
4672,73,Megan Thee Stallion Featuring Young Thug,Don't Stop,78,30,6,2020-11-21
4673,74,Niko Moon,Good Time,85,74,6,2020-11-21
4674,75,Lady A,Champagne Night,94,75,4,2020-11-21
4675,76,The Kid LAROI Featuring YoungBoy Never Brok Again & Internet Money,Tragic,0,76,1,2020-11-21
4676,77,King Von Featuring Lil Durk,All These N**gas,0,77,1,2020-11-21
4677,78,Harry Styles,Golden,86,74,4,2020-11-21
4678,79,Conan Gray,Heather,84,46,13,2020-11-21
4679,80,Ariana Grande Featuring Doja Cat,Motive,32,32,2,2020-11-21
4680,81,King Von Featuring Lil Durk,Crazy Story 2.0,0,81,1,2020-11-21
4681,82,Ritt Momney,Put Your Records On,89,79,6,2020-11-21
4682,83,The Kid LAROI,Always Do,0,83,1,2020-11-21
4683,84,NAV With Gunna,Young Wheezy,0,84,1,2020-11-21
4684,85,21 Savage & Metro Boomin,Runnin,83,9,6,2020-11-21
4685,86,Saweetie,Tap In,76,20,18,2020-11-21
4686,87,Kelsea Ballerini,Hole In The Bottle,95,87,5,2020-11-21
4687,88,DaBaby,Practice,88,86,3,2020-11-21
4688,89,DaBaby Featuring Young Thug,Blind,90,78,8,2020-11-21
4689,90,"Sech, Daddy Yankee & J Balvin Featuring Rosalia & Farruko",Relacion,91,64,10,2020-11-21
4690,91,Kenny Chesney,Happy Does,96,85,4,2020-11-21
4691,92,YoungBoy Never Broke Again,Kacey Talk,93,50,13,2020-11-21
4692,93,Darius Rucker,Beers And Sunshine,0,93,1,2020-11-21
4693,94,Billie Eilish,Therefore I Am,0,94,1,2020-11-21
4694,95,Ariana Grande Featuring The Weeknd,Off The Table,35,35,2,2020-11-21
4695,96,Jason Derulo,Take You Dancing,100,96,2,2020-11-21
4696,97,CJ,Whoopty,0,97,1,2020-11-21
4697,98,Ariana Grande,Just Like Magic,43,43,2,2020-11-21
4698,99,The Kid LAROI Featuring Machine Gun Kelly,"F*ck You, Goodbye",0,99,1,2020-11-21
4699,100,Farruko,La Toxica,99,98,3,2020-11-21
4700,1,24kGoldn Featuring iann dior,Mood,1,1,15,2020-11-28
4701,2,Billie Eilish,Therefore I Am,94,2,2,2020-11-28
4702,3,Ariana Grande,Positions,2,1,4,2020-11-28
4703,4,Gabby Barrett Featuring Charlie Puth,I Hope,3,3,47,2020-11-28
4704,5,Drake Featuring Lil Durk,Laugh Now Cry Later,4,2,14,2020-11-28
4705,6,Justin Bieber Featuring Chance The Rapper,Holy,7,3,9,2020-11-28
4706,7,The Weeknd,Blinding Lights,5,1,51,2020-11-28
4707,8,Internet Money & Gunna Featuring Don Toliver & NAV,Lemonade,6,6,14,2020-11-28
4708,9,Bad Bunny & Jhay Cortez,Dakiti,8,8,3,2020-11-28
4709,10,Pop Smoke Featuring Lil Baby & DaBaby,For The Night,10,6,20,2020-11-28
4710,11,Jawsh 685 x Jason Derulo,Savage Love (Laxed - Siren Beat),9,1,23,2020-11-28
4711,12,Chris Brown & Young Thug,Go Crazy,13,9,28,2020-11-28
4712,13,Ava Max,Kings & Queens,15,13,15,2020-11-28
4713,14,BTS,Dynamite,17,1,13,2020-11-28
4714,15,Morgan Wallen,More Than My Hometown,19,15,23,2020-11-28
4715,16,Cardi B Featuring Megan Thee Stallion,WAP,11,1,15,2020-11-28
4716,17,DaBaby Featuring Roddy Ricch,Rockstar,14,1,31,2020-11-28
4717,18,Lewis Capaldi,Before You Go,16,9,42,2020-11-28
4718,19,Kane Brown With Swae Lee & Khalid,Be Like That,20,19,19,2020-11-28
4719,20,Dua Lipa Featuring DaBaby,Levitating,26,20,7,2020-11-28
4720,21,Harry Styles,Watermelon Sugar,18,1,35,2020-11-28
4721,22,Maluma & The Weeknd,Hawai,12,12,13,2020-11-28
4722,23,Surf Mesa Featuring Emilee,ily,23,23,26,2020-11-28
4723,24,AJR,Bang!,24,24,20,2020-11-28
4724,25,Chris Stapleton,Starting Over,48,25,12,2020-11-28
4725,26,Justin Bieber & benny blanco,Lonely,21,14,5,2020-11-28
4726,27,Ariana Grande Feat. Doja Cat & Megan Thee Stallion,34+35,30,8,3,2020-11-28
4727,28,Moneybagg Yo,Said Sum,22,17,20,2020-11-28
4728,29,Mariah Carey,All I Want For Christmas Is You,0,1,38,2020-11-28
