,Artist,Name,Weekly_rank_avg,Peak_Position,Weeks_on_Chart,Genre
5241,Montgomery Gentry,IF YOU EVER STOP LOVING ME,26.058823529411764,30.0,20.0,Pop
5242,Martina McBride,HOW FAR,65.0,68.0,8.0,Country
5243,Mobb Deep,GOT IT TWISTED,32.45,64.0,20.0,"East Coast,Rap"
5244,Lionel Richie,JUST FOR YOU,86.875,92.0,17.0,Rock
5245,Lenny Kravitz,STORM,71.55,,,"Hip-Hop,Neo Soul,Soul,R&;B,Rap,Rock"
5246,"Jimmy Buffett With Clint Black, Kenny Chesney, Alan Jackson, Toby Keith &",HEY GOOD LOOKIN',76.52941176470588,63.0,11.0,Country
5247,Beyonce,NAUGHTY GIRL,91.33333333333333,3.0,22.0,"R&;B,Pop"
5248,Gretchen Wilson,REDNECK WOMAN,76.72413793103448,22.0,20.0,Country
5249,R. Kelly,HAPPY PEOPLE,90.0,19.0,20.0,"Soul,Soul Pop,Pop,R&;B"
5250,Lonestar,LET'S BE US AGAIN,51.0,38.0,20.0,Country
5251,Elephant Man,JOOK GAL,81.6842105263158,57.0,18.0,Pop
5252,Linkin Park,LYING FROM YOU,57.45,58.0,18.0,"Alternative Rock,Rap,Nu-Metal,Rock"
5253,Evanescence,MY IMMORTAL,26.24390243902439,7.0,32.0,"Acoustic,Piano,Baroque Pop,Adult Contemporary,Pop-Rock,Ballad,Rock"
5254,3 Doors Down,HERE WITHOUT YOU,46.8125,5.0,51.0,"Post-Grunge,Rock"
5255,Avril Lavigne,DON'T TELL ME,81.0,22.0,20.0,"Pop,Alternative Rock,Post-Grunge,Canada,Rock"
5256,Jet,COLD HARD BITCH,90.57142857142857,55.0,20.0,"Alternative Rock,Hard Rock,Rock"
5257,Brandy,TALK ABOUT OUR LOVE,78.42857142857143,36.0,14.0,"R&;B,Rap"
5258,Twista,OVERNIGHT CELEBRITY,57.65,6.0,20.0,"Gaming,Rap"
5259,J,TIPSY,92.2,2.0,30.0,"Hip-Hop,Rap"
5260,Kimberley Locke,8TH WORLD WONDER,88.25,49.0,20.0,Pop
5261,Beenie Man,DUDE,72.17647058823529,26.0,26.0,"Jamaica,Dancehall,Rap"
5262,John Michael Montgomery,LETTERS FROM HOME,24.12,24.0,20.0,Country
5263,Check It Out,CH,80.0,68.0,12.0,Rap
5264,Ludacris,DIAMOND IN THE BACK,37.90625,94.0,3.0,Rap
5265,Kanye West,ALL FALLS DOWN,26.96153846153846,7.0,20.0,"Acoustic,R&;B,Hip-Hop,Producer,Rap"
5266,Lil' Flip,GAME OVER,85.5,15.0,20.0,Rap
5267,Avant,DON'T TAKE YOUR LOVE AWAY,64.33333333333333,37.0,20.0,R&;B
5268,JAY,99 PROBLEMS,72.66666666666667,30.0,12.0,"Rap Rock,Rock,East Coast,Hip-Hop,Rap"
5269,Cassidy,GET NO BETTER,76.75,79.0,12.0,Pop
5270,JAY,DIRT OFF YOUR SHOULDER,74.42105263157895,5.0,26.0,"Hip-Hop,East Coast,Rap"
5271,Jessica Simpson,TAKE MY BREATH AWAY,91.25,20.0,16.0,"Cover,Pop"
5272,Yung Wun,TEAR IT UP,39.61538461538461,76.0,13.0,Rap
5273,Tracy Lawrence,PAINT ME A BIRMINGHAM,65.57142857142857,42.0,16.0,Country
5274,D12,MY BAND,18.151515151515152,6.0,18.0,"Memes,SHADYXV,Rap"
5275,Musiq,WHOKNOWS,58.1,65.0,13.0,"Soul,Soul Pop,Neo Soul,R&;B"
5276,Five For Fighting,100 YEARS,75.9375,28.0,22.0,"Pop,Ballad,Piano,Rock"
5277,"Brooks, Dunn",THAT'S WHAT SHE GETS FOR LOVING ME,59.333333333333336,53.0,14.0,Country
5278,Seal,LOVE'S DIVINE,85.6842105263158,79.0,20.0,Rock
5279,Josh Groban,YOU RAISE ME UP,88.0,73.0,17.0,"Adult Contemporary,Easy Listening,Gospel,Cover,Pop,Ballad"
5280,"Kenny Chesney, Uncle Kracker",WHEN THE SUN GOES DOWN,74.13333333333334,26.0,20.0,"Country,News"
5281,Rascal Flatts,MAYBERRY,34.46666666666667,21.0,20.0,Country
5282,Lenny Kravitz,WHERE ARE WE RUNNIN'?,64.3,69.0,6.0,Rock
5283,SHeDAISY,PASSENGER SEAT,64.76470588235294,66.0,8.0,Pop
5284,Maria Mena,YOU'RE THE ONLY ONE,93.0,86.0,4.0,Pop
5285,Clay Walker,I CAN'T SLEEP,64.65,61.0,7.0,Country
5286,Sheryl Crow,THE FIRST CUT IS THE DEEPEST,76.0,14.0,36.0,"Pop-Rock,Pop,Country,Rock"
5287,Dido,WHITE FLAG,24.413793103448278,18.0,41.0,"Trip-Hop,Pop,Rock"
5288,Keith Urban,YOU'LL THINK OF ME,25.84375,24.0,20.0,Country
5289,Coo Chee,COO,52.75,,,Rap
5290,George Strait,DESPERATELY,94.52941176470588,44.0,14.0,"Country,Rock"
5291,Dilated Peoples,THIS WAY,95.16666666666667,78.0,5.0,Rap
5292,OutKast,THE WAY YOU MOVE,50.1,1.0,39.0,"Atlanta,Dirty South,Hip-Hop,Funk,R&;B,Soul,Soul Pop,Pop,Rap"
5293,Sean Paul,I'M STILL IN LOVE WITH YOU,39.5,14.0,25.0,"Jamaica,Reggae,Dancehall,Rap"
5294,Buddy Jewell,SWEET SOUTHERN COMFORT,95.5,40.0,20.0,Country
5295,Emerson Drive,LAST ONE STANDING,86.23076923076923,89.0,8.0,Country
5296,Sugababes,HOLE IN THE HEAD,38.3125,96.0,2.0,Pop
5297,Shania Twain,IT ONLY HURTS WHEN I'M BREATHING,100.0,71.0,7.0,"Country,Rock"
5298,A Perfect Circle,THE OUTSIDER,19.52777777777778,79.0,5.0,"Alternative Metal,Alternative,Alternative Rock,Rock"
5299,Joe,RIDE WIT U,65.5,56.0,14.0,Pop
5300,Nickelback,FIGURED YOU OUT,71.625,65.0,19.0,"Alternative Rock,Rock"
5301,G,WANNA GET TO KNOW YOU,80.55,15.0,18.0,Rap
5302,Jet,ARE YOU GONNA BE MY GIRL,22.5,29.0,25.0,"Alternative Rock,Pop-Rock,Rock"
5303,Janet Jackson,I WANT YOU,62.0,57.0,10.0,"R&;B,Pop"
5304,Lostprophets,LAST TRAIN HOME,58.04,75.0,6.0,Rock
5305,Ludacris,SPLASH WATERFALLS,83.0,6.0,21.0,Rap
5306,OutKast,HEY YA!,72.10526315789474,1.0,32.0,"Alternative,Alternative Rock,Hip-Hop,Dirty South,Psychedelic,Soul Pop,R&;B,Alternative Pop,Pop,Electronic,Soul,Rap"
5307,T.I.,RUBBER BAND MAN,20.0,30.0,20.0,Rap
5308,Clay Aiken,SOLITAIRE,76.0,4.0,8.0,Pop
5309,Hilary Duff,COME CLEAN,87.0,35.0,13.0,"Pop-Rock,Pop"
5310,Ruben Studdard,SORRY 2004,80.25,9.0,20.0,"Soul,R&;B,Rap"
5311,Carolyn Dawn Johnson,SIMPLE LIFE,63.333333333333336,73.0,5.0,Pop
5312,Incubus,MEGALOMANIAC,74.26315789473684,55.0,20.0,"Alternative Metal,Alternative Rock,Rock"
5313,Blue County,GOOD LITTLE GIRLS,67.66666666666667,63.0,7.0,Country
5314,Sleepy Brown,I CAN'T WAIT,16.903225806451612,40.0,13.0,"Dirty South,Soundtrack,Soul,Funk,R&;B,Rap"
5315,Limp Bizkit,BEHIND BLUE EYES,92.5,71.0,11.0,"Cover,Rock"
5316,Ying Yang Twins,SALT SHAKER,96.0,9.0,26.0,"Hardcore Hip-Hop,Dirty South,Crunk,Rap"
5317,No Doubt,IT'S MY LIFE,66.35,10.0,28.0,"Cover,New Wave,Pop,Pop-Rock,Alternative Rock,Rock"
5318,Toby Keith,AMERICAN SOLDIER,76.0,28.0,20.0,"Country,Rock"
5319,Gary Allan,SONGS ABOUT RAIN,69.5,71.0,10.0,Country
5320,Train,WHEN I LOOK TO THE SKY,100.0,74.0,14.0,Rock
5321,Fuel,FALLS ON ME,53.5,52.0,14.0,Pop
5322,Jagged Edge,WHAT'S IT LIKE,100.0,85.0,2.0,R&;B
5323,Sarah Connor,BOUNCE,63.166666666666664,54.0,10.0,Pop
5324,Twista,SLOW JAMZ,84.27777777777777,1.0,22.0,"Producer,Rap"
5325,Brad Paisley,LITTLE MOMENTS,42.76,35.0,20.0,"Country,Rock"
5326,Young Gunz,NO BETTER LOVE,57.421052631578945,36.0,14.0,Rap
5327,Audioslave,I AM THE HIGHWAY,74.0,66.0,17.0,"Post-Grunge,Alternative Rock,Rock"
5328,Martina McBride,IN MY DAUGHTER'S EYES,86.18181818181819,39.0,16.0,Country
5329,Frankee,F.U.R.B.,36.65,63.0,7.0,Rap
5330,Jimmy Wayne,I LOVE YOU THIS MUCH,14.0,53.0,15.0,Pop
5331,Beyonce,"ME, MYSELF AND I",36.34090909090909,4.0,24.0,"R&;B,Pop"
5332,Alan Jackson,REMEMBER WHEN,76.88888888888889,29.0,20.0,Country
5333,Tim McGraw,WATCH THE WIND BLOW BY,89.75,32.0,20.0,"Country,Rock"
5334,"Big, Rich",WILD WEST SHOW,21.8,85.0,9.0,Country
5335,Juvenile,IN MY LIFE,84.54545454545455,46.0,17.0,Rap
5336,Terri Clark,I WANNA DO IT ALL,74.0,38.0,20.0,Country
5337,Trace Adkins,HOT MAMA,73.81818181818181,51.0,14.0,Country
5338,Jennifer Lopez,BABY I LOVE U,92.0,72.0,4.0,R&;B
5339,Kanye West,THROUGH THE WIRE,92.5,15.0,21.0,"Rap,Producer"
5340,Trillville,NEVA EVA,72.61111111111111,77.0,18.0,"Crunk,Dirty South,Rap"
5341,Missy Elliott,I'M REALLY HOT,53.25,59.0,10.0,Rap
5342,T.O.K.,GAL YUH AH LEAD,83.0,85.0,9.0,Pop
5343,Josh Turner,LONG BLACK TRAIN,60.8,72.0,18.0,"Country,Rock"
5344,Angel City,LOVE ME RIGHT,80.25,95.0,4.0,Pop
5345,Baby Bash,SUGA SUGA,98.0,7.0,33.0,"R&;B,Rap"
5346,Three Days Grace,EVERYTHING ABOUT YOU,52.5,55.0,19.0,"Alternative Metal,Post-Grunge,Rock"
5347,Westside Connection,GANGSTA NATION,86.41176470588235,33.0,18.0,"West Coast,Gangsta Rap,Rap"
5348,Nick Cannon,GIGOLO,80.33333333333333,24.0,20.0,Rap
5349,Avant,READ YOUR MIND,28.428571428571427,13.0,26.0,R&;B
5350,Alicia Keys,YOU DON'T KNOW MY NAME,62.88461538461539,3.0,20.0,"R&;B,Rap"
5351,matchbox twenty,UNWELL,76.85,5.0,54.0,"Adult Contemporary,Adult Alternative,Alternative Rock,Pop-Rock,Rock"
5352,Janet Jackson,JUST A LITTLE WHILE,42.9375,45.0,6.0,"Funk Rock,R&;B,Rock,Pop"
5353,Mr. Vegas,PULL UP,84.21428571428571,98.0,2.0,"Jamaica,Dancehall,Pop"
5354,Trapt,STILL FRAME,43.2,69.0,20.0,Pop
5355,The Offspring,HIT THAT,24.392857142857142,64.0,15.0,Rock
5356,Kenny Chesney,THERE GOES MY LIFE,18.058823529411764,29.0,20.0,"Country,Rock"
5357,"Brooks, Dunn",YOU CAN'T TAKE THE HONKY TONK OUT OF THE GIRL,65.65,39.0,20.0,Country
5358,Montgomery Gentry,HELL YEAH,75.66666666666667,45.0,20.0,Pop
5359,Ludacris,STAND UP,62.5,1.0,28.0,Rap
5360,Sarah McLachlan,FALLEN,61.785714285714285,41.0,21.0,Pop
5361,YoungBloodZ,DAMN!,81.29411764705883,4.0,32.0,"Dirty South,Hip-Hop,Crunk,Rap"
5362,Christina Aguilera,THE VOICE WITHIN,62.65,33.0,16.0,"Ballad,Pop"
5363,JAY,CHANGE CLOTHES,89.1,10.0,18.0,"Hip-Hop,East Coast,R&;B,Rap"
5364,Tracy Byrd,DRINKIN' BONE,44.72727272727273,60.0,16.0,Country
5365,Jagged Edge,WALKED OUTTA HEAVEN,75.71428571428571,6.0,27.0,"Soul,R&;B"
5366,Tupac With Eminem,ONE DAY AT A TIME,71.58823529411765,80.0,5.0,"Remix,Soundtrack,West Coast,Gangsta Rap,Rap"
5367,Puddle Of Mudd,AWAY FROM ME,62.793103448275865,72.0,16.0,"Grunge,Rock"
5368,Kylie Minogue,SLOW,52.5,91.0,3.0,"Synth-Pop,Electro-Pop,Electronic,Pop"
5369,Kelis,MILKSHAKE,72.58333333333333,3.0,22.0,"Screen,Soundtrack,Dance,Pop,R&;B"
5370,Beyonce,BABY BOY,89.0,1.0,29.0,"Dancehall,R&;B,Pop"
5371,Tupac,RUNNIN,44.7,19.0,20.0,"Remix,Soundtrack,West Coast,East Coast,Rap"
5372,G Unit,STUNT 101,86.5,13.0,18.0,Rap
5373,Musiq,FORTHENIGHT,99.0,53.0,17.0,"Soul,Neo Soul,Soul Pop,R&;B"
5374,Shania Twain,SHE'S NOT JUST A PRETTY FACE,66.0,56.0,13.0,"Country,Rock"
5375,R. Kelly,STEP IN THE NAME OF LOVE,40.0,9.0,27.0,"Remix,R&;B,Soul,Soul Pop,Pop"
5376,Murphy Lee,WAT DA HOOK GON BE,91.33333333333333,17.0,20.0,Rap
5377,Big Tymers,GANGSTA GIRL,41.4,85.0,9.0,Rap
5378,matchbox twenty,BRIGHT LIGHTS,76.0,23.0,21.0,"Rock,Alternative Rock,Pop-Rock"
5379,Trapt,HEADSTRONG,47.44444444444444,16.0,43.0,"Nu-Metal,Alternative Rock,Rock"
5380,Jo Dee Messina,I WISH,77.55,75.0,4.0,Pop
5381,Bow Wow,MY BABY,52.5,42.0,11.0,"R&;B,Hip-Hop,Rap"
5382,Ginuwine,LOVE YOU MORE,67.66666666666667,78.0,16.0,R&;B
5383,Mary J. Blige,NOT TODAY,81.0,41.0,10.0,Pop
5384,Chingy,HOLIDAE IN,70.8,3.0,21.0,Rap
5385,Staind,SO FAR AWAY,69.25,24.0,28.0,"Hard Rock,Alternative Rock,Rock"
5386,Rodney Atkins,HONESTY,63.5,57.0,19.0,Country
5387,B2K,BADABOOM,72.33333333333333,59.0,8.0,"R&;B,Rap"
5388,Marques Houston,POP THAT BOOTY,57.666666666666664,76.0,9.0,"R&;B,Rap"
5389,George Strait,COWBOYS LIKE US,77.7,38.0,19.0,"Country,Rock"
5390,Chris Cagle,CHICKS DIG IT,68.0,53.0,15.0,"Country,Rock"
5391,Liz Phair,WHY CAN'T I?,55.0,32.0,20.0,"Pop-Rock,Pop,Rock"
5392,Stacie Orrico,MORE TO LIFE,41.0,30.0,20.0,Pop
5393,Fountains Of Wayne,STACY'S MOM,17.357142857142858,21.0,17.0,"Alternative Rock,Pop-Punk,Punk Rock,Rock"
5394,A Perfect Circle,WEAK AND POWERLESS,53.1,61.0,18.0,"Alternative Rock,Rock"
5395,Barenaked Ladies,ANOTHER POSTCARD,82.0,82.0,15.0,Rock
5396,Missy Elliott,PASS THAT DUTCH,97.0,27.0,15.0,Rap
5397,"Nelly, P. Diddy, Murphy Lee",SHAKE YA TAILFEATHER,56.0,1.0,30.0,Rap
5398,Maroon 5,HARDER TO BREATHE,28.0,18.0,22.0,"Indie Rock,Alternative,Funk Rock,Alternative Rock,Pop-Rock,Rock,Pop"
5399,Toby Keith,I LOVE THIS BAR,76.6,26.0,20.0,"Country,Rock"
5400,Marques Houston,CLUBBIN,66.8,39.0,20.0,"R&;B,Rap"
5401,Lonestar,WALKING IN MEMPHIS,78.0,61.0,11.0,Country
5402,Ashanti,RAIN ON ME,86.0,7.0,20.0,"Pop,Soul,R&;B"
5403,Pat Green,WAVE ON WAVE,83.1,39.0,20.0,Country
5404,John Mayer,BIGGER THAN MY BODY,84.0,33.0,20.0,"Adult Alternative,Adult Contemporary,Pop-Rock,Rock"
5405,Rascal Flatts,I MELT,82.4,34.0,20.0,Country
5406,Gary Allan,TOUGH LITTLE BOYS,18.541666666666668,32.0,20.0,Pop
5407,Michael Jackson,ONE MORE CHANCE,82.0,83.0,5.0,"R&;B,Pop"
5408,Chingy,RIGHT THURR,90.6,2.0,33.0,Rap
5409,Keith Urban,WHO WOULDN'T WANNA BE ME,66.14285714285714,30.0,20.0,Country
5410,Audioslave,SHOW ME HOW TO LIVE,57.578947368421055,67.0,20.0,"Post-Grunge,Alternative Rock,Rock"
5411,Ja Rule,CLAP BACK,31.571428571428573,44.0,10.0,"Beef,Hardcore Hip-Hop,Gangsta Rap,East Coast,Hip-Hop,Rap"
5412,Hilary Duff,SO YESTERDAY,70.0,42.0,20.0,"Pop-Rock,Pop"
5413,Young Gunz,"CAN'T STOP, WON'T STOP",72.65,14.0,20.0,Rap
5414,Fefe Dobson,TAKE ME AWAY,73.85714285714286,87.0,6.0,Rock
5415,Martina McBride,THIS ONE'S FOR THE GIRLS,44.94444444444444,39.0,20.0,Country
5416,Christina Aguilera,CAN'T HOLD US DOWN,22.916666666666668,12.0,20.0,"Pop,R&;B,Rap"
5417,Wyclef Jean,PARTY TO DAMASCUS,100.0,65.0,9.0,Rap
5418,Smokie Norful,I NEED YOU NOW,84.0,96.0,3.0,"Gospel,Pop"
5419,Train,CALLING ALL ANGELS,48.666666666666664,19.0,29.0,"Pop-Rock,Rock"
5420,Linkin Park,FAINT,37.45,48.0,20.0,"Rap Rock,Alternative Rock,Rap,Nu-Metal,Rock"
5421,Seal,WAITING FOR YOU,67.07142857142857,89.0,8.0,Pop
5422,Dwele,FIND A WAY,39.88,93.0,12.0,Pop
5423,The Black Eyed Peas,WHERE IS THE LOVE?,28.73913043478261,8.0,25.0,"R&;B,Pop,Rap"
5424,R. Kelly,THOIA THOING,80.53846153846153,13.0,20.0,"R&;B,Rap"
5425,Ying Yang Twins,NAGGIN,85.83333333333333,87.0,10.0,"Hardcore Hip-Hop,Crunk,Dirty South,Rap"
5426,Billy Currington,WALK A LITTLE STRAIGHTER,66.5,67.0,15.0,"Country,Rock"
5427,Tamia,OFFICIALLY MISSING YOU,41.294117647058826,83.0,18.0,R&;B
5428,Uncle Kracker,DRIFT AWAY,24.25,9.0,35.0,"Producer,Cover,Adult Contemporary,Pop-Rock,Pop Country,Rock,Country,Pop"
5429,Beyonce,CRAZY IN LOVE,86.61538461538461,1.0,27.0,"Funk,Pop,Rap,R&;B"
5430,Tim McGraw,REAL GOOD MAN,53.5,27.0,20.0,"Country,Rock"
5431,50 Cent,IF I CAN'T,30.2,76.0,8.0,"East Coast,Rap"
5432,The Ataris,THE BOYS OF SUMMER,14.354166666666666,20.0,18.0,"Alternative Rock,Skate Punk,Pop-Rock,Punk Rock,Cover,Pop-Punk,Rock,Pop"
5433,Mary J. Blige,OOH!,46.9,29.0,12.0,"Soul,R&;B"
5434,50 Cent,P.I.M.P.,59.285714285714285,3.0,25.0,"Gangsta Rap,Calypso,East Coast,SHADYXV,Rap"
5435,Pharrell,FRONTIN',97.0,5.0,23.0,"Hip-Hop,Producer,Pop,R&;B,Rap"
5436,Elephant Man,"PON DE RIVER, PON DE BANK",68.55555555555556,86.0,13.0,"Jamaica,Pop,Dancehall,Rap"
5437,Obie Trice,GOT SOME TEETH,38.65,54.0,11.0,Rap
5438,Jason Mraz,THE REMEDY,82.55,15.0,28.0,Rock
5439,"Alan Jackson, Jimmy Buffett",IT'S FIVE O'CLOCK SOMEWHERE,74.1,17.0,20.0,"Country,Rock"
5440,Mya,MY LOVE IS LIKE... WO,26.11111111111111,13.0,20.0,"Pop,R&;B"
5441,Luther Vandross,DANCE WITH MY FATHER,65.73684210526316,38.0,20.0,"Soul,Adult Contemporary,Pop,R&;B"
5442,Kenny Chesney,"NO SHOES, NO SHIRT, NO PROBLEMS",92.0,28.0,20.0,"Country,Rock"
5443,T.I.,24'S,54.5,78.0,15.0,Rap
5444,Dierks Bentley,WHAT WAS I THINKIN',21.8,22.0,20.0,"Country,Rock"
5445,Buddy Jewell,HELP POUR OUT THE RAIN,55.578947368421055,29.0,20.0,Country
5446,Eagles,HOLE IN THE WORLD,77.0,69.0,14.0,"Rock,Adult Contemporary,Soul Pop,Ballad,Pop-Rock,Pop"
5447,Clay Walker,A FEW QUESTIONS,70.66666666666667,55.0,13.0,Pop
5448,Shania Twain,FOREVER AND FOR ALWAYS,77.44444444444444,20.0,23.0,"Country,Rock"
5449,Ginuwine,IN THOSE JEANS,22.6,8.0,20.0,R&;B
5450,Bow Wow,LET'S GET DOWN,69.6,14.0,17.0,"Hip-Hop,Rap"
5451,Brad Paisley,CELEBRITY,91.83333333333333,31.0,20.0,"Country,Rock"
5452,Tyrese,SIGNS OF LOVE MAKIN',78.0,57.0,14.0,R&;B
5453,Patty Loveless,LOVIN' ALL NIGHT,21.273972602739725,81.0,10.0,Pop
5454,Evanescence,BRING ME TO LIFE,64.0,5.0,32.0,"Metal,Alternative Metal,Gothic Rock,Gothic Metal,Memes,Nu-Metal,Rock"
5455,Sean Paul,LIKE GLUE,16.0,13.0,20.0,"Pop,Electro-Pop,Jamaica,Dancehall"
5456,"Uh Ooh, Uh Oooh!",NEVER LEAVE YOU,22.228571428571428,3.0,20.0,Rap
5457,Michelle Branch,ARE YOU HAPPY NOW?,74.0,16.0,20.0,Pop
5458,"Brooks, Dunn",RED DIRT ROAD,43.25,25.0,20.0,"Country,Rock"
5459,DMX,WHERE THE HOOD AT?,58.88235294117647,68.0,8.0,Rap
5460,Korn,DID MY TIME,59.0,38.0,10.0,"Alternative Metal,Nu-Metal,Rock"
5461,Clay Aiken,THIS IS THE NIGHT,64.25531914893617,1.0,16.0,Pop
5462,Trace Adkins,THEN THEY DO,42.38636363636363,52.0,13.0,Country
5463,Saliva,REST IN PIECES,97.66666666666667,93.0,3.0,Rock
5464,Lil' Kim,MAGIC STICK,96.5,2.0,24.0,Rap
5465,The Rolling Stones,SYMPATHY FOR THE DEVIL,83.875,,,"Art Rock,Blues Rock,Rock"
5466,Elvis Presley,RUBBERNECKIN',47.0,94.0,2.0,"Country,Rock"
5467,Ashanti,ROCK WIT U,64.25,2.0,21.0,"Soul,Pop,R&;B"
5468,Sean Paul,GET BUSY,34.714285714285715,1.0,32.0,"Pop,Reggae,Jamaica,Dancehall"
5469,BT,SIMPLY BEING LOVED,84.0,98.0,3.0,"Electro-Pop,Electronic,Pop"
5470,Monica,SO GONE,58.5,10.0,22.0,"R&;B,Rap"
5471,Jewel,INTUITION,90.4,20.0,20.0,Pop
5472,Chevelle,SEND THE PAIN BELOW,77.57142857142857,65.0,20.0,"Alternative Metal,Rock"
5473,Jane's Addiction,JUST BECAUSE,89.5,72.0,9.0,"Alternative Rock,Alternative,Rock"
5474,Nappy Roots,ROUN' THE GLOBE,80.0,96.0,4.0,Rap
5475,Lonestar,MY FRONT PORCH LOOKING IN,96.0,23.0,22.0,Country
5476,Heather Headley,I WISH I WASN'T,70.0,55.0,20.0,"Soul,Pop,R&;B"
5477,Joe Nichols,SHE ONLY SMOKES WHEN SHE DRINKS,57.55,72.0,5.0,Country
5478,Jimmy Wayne,STAY GONE,95.83333333333333,32.0,20.0,Pop
5479,Ruben Studdard,FLYING WITHOUT WINGS,61.0,2.0,10.0,Pop
5480,Nick Cannon,FEELIN' FREAKY,34.44444444444444,92.0,3.0,Rap
5481,Craig Morgan,ALMOST HOME,71.1875,59.0,14.0,Country
5482,The All,"SWING, SWING",19.05263157894737,60.0,11.0,"Pop-Rock,Power Pop,Rock"
5483,Cold,STUPID GIRL,69.45,87.0,20.0,"Rock,Nu-Metal,Alternative Metal"
5484,50 Cent,21 QUESTIONS,42.642857142857146,1.0,23.0,Rap
5485,R. Kelly,IGNITION,98.0,2.0,42.0,"Soul,Soul Pop,Pop,R&;B"
5486,Frankie J,DON'T WANNA TRY,66.72222222222223,19.0,20.0,Pop
5487,Christina Aguilera,FIGHTER,50.25,20.0,20.0,"Pop-Rock,Pop"
5488,Wynonna,WHAT THE WORLD NEEDS,71.9090909090909,70.0,8.0,Pop
5489,Joe Budden,PUMP IT UP,76.16666666666667,38.0,19.0,"West Coast,Rap"
5490,"Busta Rhymes, Mariah Carey",I KNOW WHAT YOU WANT,82.625,3.0,24.0,"R&;B,Rap"
5491,Justin Timberlake,ROCK YOUR BODY,86.75,5.0,22.0,"R&;B,Pop"
5492,Daniel Bedingfield,IF YOU'RE NOT THE ONE,74.11111111111111,15.0,20.0,Pop
5493,Bone Crusher,NEVER SCARED,91.0,26.0,20.0,Rap
5494,Rascal Flatts,LOVE YOU OUT LOUD,70.0,30.0,20.0,Country
5495,Randy Travis,THREE WOODEN CROSSES,87.0,31.0,20.0,"Gospel,Country"
5496,2Pac,STILL BALLIN,59.733333333333334,69.0,20.0,"Remix,Gangsta Rap,Rap"
5497,Jennifer Lopez,I'M GLAD,94.5,32.0,16.0,R&;B
5498,R. Kelly,SNAKE,93.0,16.0,17.0,Pop
5499,Ludacris,ACT A FOOL,31.575757575757574,32.0,11.0,Rap
5500,Fabolous,CAN'T LET YOU GO,64.5,4.0,23.0,Rap
5501,Wayne Wonder,NO LETTING GO,43.869565217391305,11.0,31.0,"Jamaica,Dancehall,R&;B"
5502,Counting Crows,BIG YELLOW TAXI,65.0625,42.0,20.0,Rock
5503,Floetry,SAY YES,72.0,24.0,20.0,Rap
5504,Jeff Bates,THE LOVE SONG,63.333333333333336,59.0,12.0,Pop
5505,Chris Cagle,WHAT A BEAUTIFUL DAY,74.75,41.0,20.0,Country
5506,50 Cent,IN DA CLUB,87.92307692307692,1.0,30.0,"Hip-Hop,Memes,Producer,East Coast,Gangsta Rap,SHADYXV,Rap"
5507,Jaheim,PUT THAT WOMAN FIRST,23.55,20.0,20.0,R&;B
5508,Montgomery Gentry,SPEED,99.5,47.0,20.0,Country
5509,Tracy Byrd,THE TRUTH ABOUT MEN,23.7,77.0,5.0,Country
5510,George Strait,TELL ME SOMETHING BAD ABOUT TULSA,39.0,69.0,7.0,"Country,Rock"
5511,Eminem,SING FOR THE MOMENT,80.33333333333333,14.0,18.0,"Rock,Rap"
5512,Linkin Park,SOMEWHERE I BELONG,55.7,32.0,20.0,"Rap Rock,Alternative Rock,Nu-Metal,Rock,Rap"
5513,P!nk,FEEL GOOD TIME,82.4,60.0,5.0,"Electronic,Pop,Rock"
5514,Darryl Worley,HAVE YOU FORGOTTEN?,56.875,22.0,20.0,Country
5515,Stacie Orrico,STUCK,80.08333333333333,52.0,11.0,Pop
5516,Kid Rock,PICTURE,44.71739130434783,4.0,34.0,"Adult Contemporary,Ballad,Pop Country,Pop-Rock,Producer,Singer-Songwriter,Country,Rock"
5517,Foo Fighters,TIMES LIKE THESE,74.70270270270271,65.0,20.0,"Adult Alternative,Alternative,Alternative Rock,Rock"
5518,Whitney Houston,TRY IT ON MY OWN,18.973684210526315,84.0,12.0,"Pop,Soul Pop,Soul,R&;B"
5519,Keith Urban,RAINING ON SUNDAY,72.0,38.0,19.0,Country
5520,Martina McBride,CONCRETE ANGEL,44.09090909090909,47.0,19.0,Country
5521,Ricky Martin,TAL VEZ,62.611111111111114,74.0,8.0,"En Espa\xc3\xb1ol,Rock"
5522,Audioslave,LIKE A STONE,31.946428571428573,31.0,20.0,"Post-Grunge,Alternative Rock,Rock"
5523,Tim McGraw,SHE'S MY KIND OF RAIN,15.487179487179487,27.0,20.0,"Country,Rock"
5524,Nas,I CAN,73.66666666666667,12.0,20.0,Rap
5525,Kenny Chesney,BIG STAR,63.63636363636363,28.0,20.0,"Country,Rock"
5526,Coldplay,CLOCKS,32.0,29.0,22.0,"Adult Alternative,Adult Contemporary,Piano,British Rock,Pop-Rock,UK,Alternative,Alternative Rock,Rock"
5527,Panjabi MC,BEWARE OF THE BOYS,96.0,33.0,12.0,"Remix,Rap,Pop"
5528,Staind,PRICE TO PLAY,76.81818181818181,66.0,10.0,"Hard Rock,Alternative Rock,Rock"
5529,Tyrese,HOW YOU GONNA ACT LIKE THAT,57.411764705882355,7.0,25.0,"R&;B,Rap"
5530,Aaliyah,MISS YOU,64.45,3.0,30.0,R&;B
