,Artist,Name,Genre,Weekly_rank_avg,Peak_Position,Weeks_on_Chart,grammy_win
5993,TRAVIS TRITT,IT'S A GREAT DAY TO BE ALIVE,COUNTRY,0.6893892339544513,0.3265306122448979,0.2117647058823529,0.0
5994,S CLUB 7,NEVER HAD A DREAM COME TRUE,"UK,POP",0.8732919254658386,0.0918367346938775,0.2117647058823529,0.0
5995,OUTKAST,"SO FRESH, SO CLEAN","ATLANTA,R&;B,SOUL,HIP-HOP,DIRTY SOUTH,SOUL POP,POP,RAP",0.6145962732919255,0.2959183673469387,0.2117647058823529,0.0
5996,3LW,PLAYAS GON' PLAY,R&;B,0.5618012422360249,0.8163265306122448,0.0588235294117647,0.0
5997,QB FINEST,OOCHIE WALLY,POP,0.3059483994266603,0.2551020408163265,0.2117647058823529,0.0
5998,DIXIE CHICKS,IF I FALL YOU'RE GOING DOWN WITH ME,COUNTRY,0.6429736024844721,0.3775510204081632,0.188235294117647,0.0
5999,MOBY,SOUTH SIDE,"ALTERNATIVE POP,ALTERNATIVE,ELECTRONICA,ALTERNATIVE ROCK,POP,ROCK",0.8653726708074535,0.1326530612244897,0.3529411764705882,0.0
6000,CASE,MISSING YOU,"R&;B,POP",0.9049689440993788,0.0306122448979591,0.2352941176470588,0.0
6001,MADONNA,WHAT IT FEELS LIKE FOR A GIRL,"POP,ELECTRONIC",0.5618012422360249,0.2244897959183673,0.0941176470588235,0.0
6002,SARINA PARIS,LOOK AT US,POP,0.9049689440993788,0.5918367346938775,0.2117647058823529,0.0
6003,EDEN'S CRUSH,GET OVER YOURSELF,R&;B,0.6726708074534162,0.0714285714285714,0.1411764705882353,0.0
6004,MARK MCGUINN,MRS. STEVEN RUDY,POP,0.9709627329192548,0.4387755102040815,0.1529411764705882,0.0
6005,JA RULE,PUT IT ON ME,"EAST COAST,HIP-HOP,RAP",0.7508074534161492,0.0714285714285714,0.2941176470588235,0.0
6006,R.E.M.,IMITATION OF LIFE,"ALTERNATIVE ROCK,POP-ROCK,ROCK",0.825776397515528,0.836734693877551,0.0352941176470588,0.0
6007,RICKY MARTIN,LOADED,"POP,ROCK",0.5881987577639752,0.9795918367346936,0.0,0.0
6008,OLIVIA,BIZOUNCE,RAP,0.657360248447205,0.1428571428571428,0.1411764705882353,0.0
6009,JILL SCOTT,A LONG WALK,"SOUL,R&;B,ROCK",0.9366459627329192,0.4285714285714285,0.1999999999999999,0.0
6010,AMANDA,EVERYBODY DOESN'T,POP,0.1629587803500847,0.8163265306122448,0.0470588235294117,0.0
6011,EVE,WHO'S THAT GIRL?,RAP,0.7512767425810905,0.4693877551020408,0.188235294117647,0.0
6012,CRAZY TOWN,BUTTERFLY,"ROCK,RAP",0.1975155279503105,0.0,0.2470588235294117,0.0
6013,ATC,AROUND THE WORLD,POP,0.5536180124223603,0.2755102040816326,0.188235294117647,0.0
6014,GINUWINE,THERE IT IS,"R&;B,POP",0.2910381543921916,0.6632653061224489,0.0941176470588235,0.0
6015,TAMIA,STRANGER IN MY HOUSE,"POP,REMIX,DANCE",0.3165976535541753,0.0918367346938775,0.2235294117647059,0.0
6016,DIAMOND RIO,ONE MORE DAY,COUNTRY,0.8451345755693582,0.2857142857142857,0.2117647058823529,0.0
6017,LUDACRIS,SOUTHERN HOSPITALITY,"DIRTY SOUTH,RAP",0.8204968944099379,0.2244897959183673,0.2117647058823529,0.0
6018,LINKIN PARK,ONE STEP CLOSER,"NU-METAL,ROCK",0.6304347826086957,0.7551020408163265,0.1764705882352941,0.0
6019,FAITH HILL,IF MY HEART HAD WINGS,"COUNTRY,ROCK",0.8204968944099379,0.3877551020408162,0.188235294117647,0.0
6020,FAITH HILL,THE WAY YOU LOVE ME,"ADULT CONTEMPORARY,DANCE-POP,POP,COUNTRY",0.7249378881987578,0.0510204081632653,0.6352941176470588,0.0
6021,LIL BOW WOW,PUPPY LOVE,RAP,0.0745541975556001,0.7551020408163265,0.0588235294117647,0.0
6022,KOFFEE BROWN,AFTER PARTY,POP,0.5359316770186335,0.4387755102040815,0.2117647058823529,0.0
6023,JAY-Z,GUILTY UNTIL PROVEN INNOCENT,"EAST COAST,HIP-HOP,RAP",0.5908385093167702,0.8265306122448979,0.0705882352941176,0.0
6024,TIM RUSHLOW,SHE MISSES HIM,POP,0.6383540372670807,0.5918367346938775,0.1058823529411764,0.0
6025,DAFT PUNK,ONE MORE TIME,"DANCE,POP,ELECTRONIC,HOUSE",0.6409937888198758,0.6122448979591836,0.1647058823529411,0.0
6026,PHIL VASSAR,ROSE BOUQUET,POP,0.4451572204968944,0.7857142857142856,0.0235294117647058,0.0
6027,PROJECT PAT,CHICKENHEAD,RAP,0.4826086956521739,0.8775510204081631,0.1176470588235294,0.0
6028,JON B,DON'T TALK,"SOUL POP,R&;B",0.8732919254658386,0.5816326530612245,0.1411764705882353,0.0
6029,MONICA,JUST ANOTHER GIRL,"SOUNDTRACK,R&;B",0.6726708074534162,0.6428571428571428,0.1294117647058823,0.0
6030,TOBY KEITH,YOU SHOULDN'T KISS ME LIKE THIS,"COUNTRY,ROCK",0.5332919254658385,0.3163265306122448,0.2117647058823529,0.0
6031,P!NK,YOU MAKE ME SICK,"DANCE-POP,R&;B,POP",0.584679089026915,0.3265306122448979,0.1999999999999999,0.0
6032,KEITH URBAN,BUT FOR THE GRACE OF GOD,COUNTRY,0.2080745341614907,0.3673469387755101,0.2117647058823529,0.0
6033,JAMIE O'NEAL,THERE IS NO ARIZONA,COUNTRY,0.883264320220842,0.3979591836734693,0.2117647058823529,0.0
6034,TRICK PONY,POUR ME,COUNTRY,0.7940993788819877,0.7142857142857142,0.1411764705882353,0.0
6035,JAY-Z,CHANGE THE GAME,"EAST COAST,HIP-HOP,RAP",0.8521739130434783,0.8673469387755102,0.1411764705882353,0.0
6036,AARON CARTER,THAT'S HOW I BEAT SHAQ,POP,0.7782608695652175,0.9693877551020408,0.0,0.0
6037,JENNIFER LOPEZ,LOVE DON'T COST A THING,"POP,R&;B",0.5533540372670808,0.0204081632653061,0.2235294117647059,0.0
6038,BILAL,SOUL SISTA,"RAP,NEO SOUL,SOUL,R&;B",0.4642452065892519,0.7142857142857142,0.1411764705882353,0.0
6039,SHAGGY,IT WASN'T ME,RAP,0.4815527950310559,0.0,0.2705882352941177,0.0
6040,112,IT'S OVER NOW,R&;B,0.3840579710144927,0.0510204081632653,0.2117647058823529,0.0
6041,98 DEGREES,MY EVERYTHING,POP,0.9366459627329192,0.336734693877551,0.2117647058823529,0.0
6042,DAVE HOLLISTER,ONE WOMAN MAN,POP,0.7011801242236025,0.4387755102040815,0.2117647058823529,0.0
6043,BON JOVI,THANK YOU FOR LOVING ME,ROCK,0.1723750369713103,0.5714285714285714,0.0941176470588235,0.0
6044,OUTKAST,MS. JACKSON,"ATLANTA,HIP-HOP,R&;B,SOUL,DIRTY SOUTH,MEMES,SOUL POP,POP,RAP",0.1462732919254658,0.0,0.2470588235294117,1.0
6045,EVAN AND JARON,CRAZY FOR THIS GIRL,"ROCK,POP",0.673630717108978,0.1428571428571428,0.2470588235294117,0.0
6046,DREAM,HE LOVES U NOT,POP,0.898633540372671,0.010204081632653,0.3058823529411765,0.0
6047,DAVE MATTHEWS BAND,I DID IT,"ALTERNATIVE,ALTERNATIVE ROCK,ROCK",0.7017080745341615,0.7142857142857142,0.1058823529411764,0.0
6048,CARL THOMAS,EMOTIONAL,"SOUL POP,SOUL,NEO SOUL,R&;B",0.2682608695652174,0.4693877551020408,0.2117647058823529,0.0
6049,CREED,WITH ARMS WIDE OPEN,ROCK,0.9049689440993788,0.0,0.5294117647058824,1.0
6050,LEE ANN WOMACK,ASHES BY NOW,COUNTRY,0.7624223602484472,0.4489795918367346,0.1764705882352941,0.0
6051,SADE,BY YOUR SIDE,"SOUL POP,JAZZ,POP,SOUL,R&;B",0.5278615794143745,0.7551020408163265,0.1058823529411764,0.0
6052,DAVID GRAY,BABYLON,"PIANO,ADULT CONTEMPORARY,ADULT ALTERNATIVE,SINGER-SONGWRITER,FOLK ROCK,POP-ROCK,POP,ROCK",0.9155279503105592,0.5714285714285714,0.188235294117647,0.0
6053,LONESTAR,TELL HER,COUNTRY,0.4126552795031056,0.3877551020408162,0.2117647058823529,0.0
6054,PHILLY'S MOST WANTED,CROSS THE BORDER,RAP,0.4597308488612837,0.9897959183673468,0.0352941176470588,0.0
6055,FUEL,HEMORRHAGE,"BALLAD,POST-GRUNGE,ROCK",0.831055900621118,0.2959183673469387,0.2352941176470588,0.0
6056,'N SYNC,THIS I PROMISE YOU,"BALLAD,ADULT CONTEMPORARY,NEO SOUL,SOUL POP,SOUL,R&;B,BOY BAND,POP",0.4261180124223602,0.0408163265306122,0.2823529411764706,0.0
6057,BACKSTREET BOYS,THE CALL,"BOY BAND,POP",0.9164878599661208,0.520408163265306,0.0470588235294117,0.0
6058,RASCAL FLATTS,THIS EVERYDAY LOVE,COUNTRY,0.9788819875776398,0.5612244897959183,0.1411764705882353,0.0
6059,JAY-Z,I JUST WANNA LOVE U,"EAST COAST,HIP-HOP,RAP",0.7360248447204969,0.1020408163265306,0.2235294117647059,0.0
6060,AVANT,MY FIRST LOVE,R&;B,0.1971384205856255,0.2551020408163265,0.2117647058823529,0.0
6061,DARRYL WORLEY,A GOOD DAY TO RUN,POP,0.4779158040027605,0.7653061224489796,0.0823529411764705,0.0
6062,MYA,CASE OF THE EX,"SOUL POP,R&;B,POP",0.2879006211180124,0.010204081632653,0.3294117647058823,0.0
6063,O,LIQUID DREAMS,"POP,ROCK",0.2807453416149069,0.0918367346938775,0.1176470588235294,0.0
6064,CASH MONEY MILLIONAIRES,PROJECT CHICK,POP,0.7867080745341615,0.4693877551020408,0.1294117647058823,0.0
6065,MIKAILA,SO IN LOVE WITH TWO,POP,0.7284826974267969,0.2448979591836734,0.1647058823529411,0.0
6066,"MOS DEF, PHAROAHE MONCH",OH NO,RAP,0.4551552795031056,0.836734693877551,0.1176470588235294,0.0
6067,CHA SLIDE,CHA,"DANCE,RAP",0.7986749482401657,0.836734693877551,0.0941176470588235,0.0
6068,TIM MCGRAW,MY NEXT THIRTY YEARS,"COUNTRY,ROCK",0.3717391304347826,0.2653061224489795,0.2117647058823529,0.0
6069,KENNY CHESNEY,I LOST IT,COUNTRY,0.5702484472049689,0.336734693877551,0.2117647058823529,0.0
6070,LUDACRIS,WHAT'S YOUR FANTASY,"DIRTY SOUTH,RAP",0.8416149068322982,0.2040816326530612,0.2352941176470588,0.0
6071,MUSIQ,JUST FRIENDS,R&;B,0.9049689440993788,0.3061224489795918,0.2117647058823529,0.0
6072,BACKSTREET BOYS,SHAPE OF MY HEART,"BOY BAND,POP",0.3356273291925465,0.0816326530612244,0.2117647058823529,0.0
6073,BRAD PAISLEY,WE DANCED,"COUNTRY,ROCK",0.1012661251791686,0.2857142857142857,0.2117647058823529,0.0
6074,BBMAK,STILL ON YOUR SIDE,POP,0.6716149068322982,0.5408163265306122,0.0823529411764705,0.0
6075,NELLY,E.I.,"HIP-HOP,POP,RAP",0.7978704525288377,0.1428571428571428,0.2117647058823529,0.0
6076,PHIL VASSAR,JUST ANOTHER DAY IN PARADISE,COUNTRY,0.1207227555053642,0.346938775510204,0.2117647058823529,0.0
6077,PUBLIC ANNOUNCEMENT,MAMACITA,POP,0.3875776397515528,0.3877551020408162,0.0705882352941176,0.0
6078,WYCLEF JEAN,911,"HAITI,R&;B,SOUL,SOUL POP,POP,RAP",0.3544607566346697,0.3775510204081632,0.1999999999999999,0.0
6079,ALAN JACKSON,WWW.MEMORY,COUNTRY,0.3224637681159421,0.4489795918367346,0.1529411764705882,0.0
6080,EMINEM,STAN,"HIP-HOP,HARDCORE HIP-HOP,SHADYXV,HORRORCORE,RAP",0.1203027950310559,0.510204081632653,0.1529411764705882,0.0
6081,SAMANTHA MUMBA,GOTTA TELL YOU,"IRELAND,POP",0.9577639751552796,0.0306122448979591,0.2352941176470588,0.0
6082,THE CLARK FAMILY EXPERIENCE,MEANWHILE BACK AT THE RANCH,POP,0.6368875086266391,0.8061224489795917,0.1176470588235294,0.0
6083,KELLY PRICE,YOU SHOULD'VE TOLD ME,R&;B,0.4461801242236025,0.6428571428571428,0.2117647058823529,0.0
6084,BILLY GILMAN,OKLAHOMA,POP,0.3839830844456191,0.6326530612244897,0.1294117647058823,0.0
6085,LIL' KIM,HOW MANY LICKS?,"R&;B,RAP",0.5142857142857143,0.7551020408163265,0.0823529411764705,0.0
6086,RICKY MARTIN,SHE BANGS,"POP,LATIN MUSIC",1.0,0.1122448979591836,0.188235294117647,0.0
6087,BARENAKED LADIES,PINCH ME,"ADULT ALTERNATIVE,ALTERNATIVE ROCK,POP-ROCK,ROCK",0.128222049689441,0.1428571428571428,0.2235294117647059,0.0
6088,JA RULE,BETWEEN ME AND YOU,RAP,0.7222169135212614,0.1020408163265306,0.2117647058823529,0.0
6089,MARC ANTHONY,MY BABY YOU,ROCK,0.7020013802622498,0.7040816326530611,0.2117647058823529,0.0
6090,BEENIE MAN,GIRLS DEM SUGAR,"JAMAICA,POP,R&;B,DANCEHALL,RAP",0.8669565217391305,0.5408163265306122,0.1529411764705882,0.0
6091,PROFYLE,LIAR,"SOUL,NEO SOUL,R&;B,POP",0.9260869565217392,0.1326530612244897,0.2117647058823529,0.0
6092,VITAMIN C,THE ITCH,POP,0.0919254658385093,0.4489795918367346,0.0823529411764705,0.0
6093,MATCHBOX TWENTY,BENT,"ADULT ALTERNATIVE,POP-ROCK,ALTERNATIVE ROCK,ROCK",0.5575776397515528,0.0,0.4352941176470588,0.0
6094,JOHN MICHAEL MONTGOMERY,THE LITTLE GIRL,COUNTRY,0.4403726708074534,0.346938775510204,0.2117647058823529,0.0
6095,VINCE GILL,FEELS LIKE LOVE,COUNTRY,0.1895962732919255,0.520408163265306,0.2117647058823529,0.0
6096,THE OFFSPRING,ORIGINAL PRANKSTER,ROCK,0.6198757763975156,0.7040816326530611,0.0823529411764705,0.0
6097,BOYZ II MEN,THANK YOU IN ADVANCE,"R&;B,SOUL,SOUL POP,POP",0.8355811889973381,0.8061224489795917,0.0235294117647058,0.0
6098,TERRI CLARK,A LITTLE GASOLINE,POP,0.5248447204968945,0.7551020408163265,0.0470588235294117,0.0
6099,A*TEENS,BOUNCING OFF THE CEILING,POP,0.9079858030168588,0.9387755102040816,0.0117647058823529,0.0
6100,KANDI,DON'T THINK I'M NOT,"RAP,POP,R&;B",0.5477990818255468,0.2346938775510204,0.2588235294117647,0.0
6101,TRAVIS TRITT,BEST OF INTENTIONS,POP,0.5320693036940176,0.2653061224489795,0.2352941176470588,0.0
6102,VERTICAL HORIZON,YOU'RE A GOD,POP,0.5018068887634105,0.2244897959183673,0.2235294117647059,0.0
6103,GEORGE STRAIT,GO ON,"COUNTRY,ROCK",0.2050576752440107,0.3979591836734693,0.2117647058823529,0.0
6104,NEWSONG,THE CHRISTMAS SHOES,"ROCK,CHRISTMAS",0.2859472049689441,0.4183673469387755,0.0,0.0
6105,YOLANDA ADAMS,OPEN MY HEART,"POP,GOSPEL,R&;B",0.9331262939958594,0.5714285714285714,0.2117647058823529,0.0
6106,SUNDAY,I KNOW,R&;B,0.487888198757764,0.9897959183673468,0.0,0.0
6107,AARON TIPPIN,KISS THIS,POP,0.2306324110671937,0.4183673469387755,0.2117647058823529,0.0
6108,DE LA SOUL,ALL GOOD?,"R&;B,RAP",0.8803312629399587,0.9693877551020408,0.0117647058823529,0.0
6109,ERYKAH BADU,BAG LADY,"NEO SOUL,SOUL,SOUL POP,R&;B,RAP",0.5332919254658385,0.0510204081632653,0.2117647058823529,0.0
6110,CHRIS CAGLE,MY LOVE GOES ON AND ON,COUNTRY,0.6937888198757765,0.7653061224489796,0.1058823529411764,0.0
6111,98 DEGREES,GIVE ME JUST ONE NIGHT,"LATIN POP,POP",0.3322685595977521,0.010204081632653,0.2117647058823529,0.0
6112,NINE DAYS,IF I AM,POP,0.5756599378881988,0.6836734693877551,0.0352941176470588,0.0
6113,MYSTIKAL,SHAKE YA ASS,"HARDCORE HIP-HOP,DIRTY SOUTH,HIP-HOP,RAP",0.5010869565217392,0.1224489795918367,0.2117647058823529,0.0
6114,CHANTE MOORE,STRAIGHT UP,R&;B,0.4128019323671497,0.836734693877551,0.0823529411764705,0.0
6115,NELLY,COUNTRY GRAMMAR,"HIP-HOP,POP,RAP",0.888852566198104,0.0612244897959183,0.3764705882352941,0.0
6116,PATTY LOVELESS,THAT'S THE KIND OF MOOD I'M IN,POP,0.6126164596273292,0.7142857142857142,0.1411764705882353,0.0
6117,CAM'RON,WHAT MEANS THE WORLD TO YOU,RAP,0.3743788819875777,0.836734693877551,0.0941176470588235,0.0
6118,USHER,POP YA COLLAR,R&;B,0.7527950310559007,0.6020408163265305,0.0588235294117647,0.0
6119,BILLY RAY CYRUS,YOU WON'T BE LONELY NOW,"COUNTRY,ROCK",0.4590062111801243,0.8061224489795917,0.1294117647058823,0.0
6120,TONI BRAXTON,SPANISH GUITAR,"SOUL,R&;B",0.8472463768115942,0.9897959183673468,0.0117647058823529,0.0
6121,SHYNE,BAD BOYZ,RAP,0.3791304347826087,0.5714285714285714,0.1529411764705882,0.0
6122,PAPA ROACH,LAST RESORT,"RAP ROCK,METAL,ALTERNATIVE METAL,ALTERNATIVE ROCK,RAP,NU-METAL,ROCK",0.4225890813991501,0.5714285714285714,0.2117647058823529,0.0
6123,TONI BRAXTON,JUST BE A MAN ABOUT IT,"SPOKEN WORD,NEO SOUL,R&;B,RAP",0.7993788819875777,0.3163265306122448,0.2117647058823529,0.0
6124,CHANGING FACES,THAT OTHER WOMAN,POP,0.2063146997929606,0.6428571428571428,0.1058823529411764,0.0
6125,COMMON,THE LIGHT,"ALTERNATIVE,HIP-HOP,RAP",0.7606625258799172,0.4387755102040815,0.1999999999999999,0.0
6126,BAHA MEN,WHO LET THE DOGS OUT,RAP,0.5665527950310559,0.3979591836734693,0.2117647058823529,1.0
6127,MARTINA MCBRIDE,THERE YOU ARE,COUNTRY,0.8732919254658386,0.6020408163265305,0.1294117647058823,0.0
6128,CARL THOMAS,SUMMER RAIN,"R&;B,POP",0.9704347826086956,0.8061224489795917,0.1058823529411764,0.0
6129,THE WALLFLOWERS,SLEEPWALKER,"ALTERNATIVE ROCK,ALTERNATIVE POP,INDIE ROCK,ROCK",0.1617773530817009,0.7346938775510203,0.0470588235294117,0.0
6130,RED HOT CHILI PEPPERS,CALIFORNICATION,"ALTERNATIVE ROCK,ROCK",0.6785714285714286,0.693877551020408,0.1999999999999999,0.0
6131,JANET,DOESN'T REALLY MATTER,"DANCE,SOUNDTRACK,R&;B,POP",0.4261180124223602,0.0,0.2588235294117647,0.0
6132,TONI BRAXTON,HE WASN'T MAN ENOUGH,"SOUL,R&;B",0.7792207792207793,0.010204081632653,0.4117647058823529,1.0
6133,BBMAK,BACK HERE,POP,0.1683726708074534,0.1224489795918367,0.3411764705882353,0.0
6134,SHEDAISY,I WILL...BUT,POP,0.6668633540372672,0.4285714285714285,0.2117647058823529,0.0
6135,SISTER HAZEL,CHANGE YOUR MIND,POP,0.1229212582648767,0.5918367346938775,0.2117647058823529,0.0
6136,JOE,TREAT HER LIKE A LADY,POP,0.5834472049689441,0.6326530612244897,0.1764705882352941,0.0
6137,THIRD EYE BLIND,DEEP INSIDE OF YOU,"ALTERNATIVE ROCK,ROCK",0.7716614906832299,0.693877551020408,0.1176470588235294,0.0
6138,JAY-Z,HEY PAPI,RAP,0.1396230456200471,0.7653061224489796,0.1529411764705882,0.0
6139,MADISON AVENUE,DON'T CALL ME BABY,"HOUSE,DISCO,POP",0.3448136645962733,0.8877551020408162,0.2117647058823529,0.0
6140,MASTER P,SOULJAS,RAP,0.4203105590062112,0.2897959183673469,0.2211764705882353,0.0
6141,JOE DIFFIE,IT'S ALWAYS SOMETHIN',POP,0.656832298136646,0.5714285714285714,0.1411764705882353,0.0
6142,LEANN RIMES,I NEED YOU,ROCK,0.4357267080745342,0.1020408163265306,0.2705882352941177,0.0
6143,FAITH HILL WITH TIM MCGRAW,LET'S MAKE LOVE,"COUNTRY,ROCK",0.7043478260869566,0.5408163265306122,0.1411764705882353,0.0
6144,TOBY KEITH,COUNTRY COMES TO TOWN,"COUNTRY,ROCK",0.8116977225672879,0.5408163265306122,0.1529411764705882,0.0
6145,NINE DAYS,ABSOLUTELY,"ADULT ALTERNATIVE,POP-ROCK,ALTERNATIVE ROCK,POWER POP,ROCK",0.9472049689440992,0.0510204081632653,0.2941176470588235,0.0
6146,STING,DESERT ROSE,"ROCK,POP",0.2375286041189931,0.1632653061224489,0.2823529411764706,0.0
6147,JO DEE MESSINA,THAT'S THE WAY,POP,0.6832298136645963,0.2448979591836734,0.2117647058823529,0.0
6148,DON HENLEY,TAKING YOU HOME,POP,0.7871954132823697,0.5816326530612245,0.2117647058823529,0.0
6149,ALAN JACKSON,IT MUST BE LOVE,COUNTRY,0.1862525879917184,0.3673469387755101,0.2117647058823529,0.0
6150,JOE,I WANNA KNOW,R&;B,0.738664596273292,0.0306122448979591,0.4941176470588234,0.0
6151,VERTICAL HORIZON,EVERYTHING YOU WANT,"ALTERNATIVE ROCK,POP,ROCK",0.488944099378882,0.0,0.4588235294117647,0.0
6152,"WHITNEY HOUSTON, ENRIQUE IGLESIAS",COULD I HAVE THIS KISS FOREVER,"R&;B,LATIN POP,POP",0.7360248447204969,0.520408163265306,0.1999999999999999,0.0
6153,FRAGMA,TOCA'S MIRACLE,POP,0.4204278812974466,0.3816326530612245,0.2,0.0
6154,KEITH URBAN,YOUR EVERYTHING,COUNTRY,0.9630434782608696,0.510204081632653,0.1647058823529411,0.0
6155,AALIYAH,TRY AGAIN,R&;B,0.5793069630598234,0.0,0.3529411764705882,0.0
6156,'N SYNC,IT'S GONNA BE ME,"MEMES,DANCE-POP,TEEN POP,BOY BAND,POP",0.4142857142857144,0.0,0.2705882352941177,0.0
6157,BILLY GILMAN,ONE VOICE,POP,0.6885093167701863,0.3775510204081632,0.1999999999999999,0.0
6158,NEXT,WIFEY,R&;B,0.5776397515527951,0.0612244897959183,0.2235294117647059,0.0
6159,JAGGED EDGE,LET'S GET MARRIED,"R&;B,RAP",0.9366459627329192,0.1020408163265306,0.2588235294117647,0.0
6160,DA BRAT,WHAT'CHU LIKE,"G-FUNK,RAP",0.8891304347826088,0.2551020408163265,0.2117647058823529,0.0
6161,JESSICA SIMPSON,I THINK I'M IN LOVE WITH YOU,POP,0.2375669308203041,0.2040816326530612,0.1647058823529411,0.0
6162,TAMIA,CAN'T GO FOR THAT,POP,0.8823425022182787,0.846938775510204,0.0352941176470588,0.0
6163,"BROOKS, DUNN",YOU'LL ALWAYS BE LOVED BY ME,COUNTRY,0.3770186335403727,0.5510204081632653,0.1999999999999999,0.0
6164,P!NK,THERE YOU GO,"DANCE-POP,R&;B,POP",0.3154673534312983,0.0612244897959183,0.3529411764705882,0.0
6165,DR. DRE,THE NEXT EPISODE,"G-FUNK,WEST COAST,GANGSTA RAP,MEMES,RAP",0.3477413890457368,0.2244897959183673,0.2117647058823529,0.0
6166,IDEAL,WHATEVER,POP,0.9366459627329192,0.4693877551020408,0.188235294117647,0.0
6167,MANDY MOORE,I WANNA BE WITH YOU,POP,0.3442857142857143,0.2346938775510204,0.1764705882352941,0.0
6168,SON BY FOUR,PUREST OF PAIN,"BACHATA,LATIN MUSIC,POP",0.570776397515528,0.2551020408163265,0.2823529411764706,0.0
6169,MARC ANTHONY,YOU SANG TO ME,ROCK,0.6198757763975156,0.010204081632653,0.3529411764705882,0.0
6170,LARA FABIAN,I WILL LOVE AGAIN,POP,0.3870976849237719,0.3163265306122448,0.1764705882352941,0.0
6171,STONE TEMPLE PILOTS,SOUR GIRL,"POP-ROCK,PSYCHEDELIC ROCK,ADULT ALTERNATIVE,ALTERNATIVE ROCK,GRUNGE,ROCK",0.571832298136646,0.7857142857142856,0.1294117647058823,0.0
6172,TRINA,PULL OVER,RAP,0.7789648033126294,0.9387755102040816,0.0235294117647058,0.0
6173,METALLICA,I DISAPPEAR,ROCK,0.7841269841269842,0.7653061224489796,0.2117647058823529,0.0
6174,NO DOUBT,SIMPLE KIND OF LIFE,"SKA,ROCK",0.8627329192546584,0.3775510204081632,0.1294117647058823,0.0
6175,LIL' MO,TA DA,POP,0.4995031055900621,0.9591836734693876,0.0588235294117647,0.0
6176,REBA MCENTIRE,I'LL BE,COUNTRY,0.9155279503105592,0.510204081632653,0.2117647058823529,0.0
6177,RASCAL FLATTS,PRAYIN' FOR DAYLIGHT,COUNTRY,0.591498447204969,0.3775510204081632,0.2117647058823529,0.0
6178,GERALD LEVERT,BABY U ARE,"SOUL POP,NEO SOUL,SOUL,R&;B,POP",0.6473291925465838,0.8979591836734693,0.0352941176470588,0.0
6179,LIL' KIM,NO MATTER WHAT THEY SAY,RAP,0.5934782608695652,0.6020408163265305,0.0941176470588235,0.0
6180,DARRYL WORLEY,WHEN YOU NEED MY LOVE,POP,0.4826086956521739,0.7551020408163265,0.1529411764705882,0.0
6181,CHRISTINA AGUILERA,I TURN TO YOU,"COVER,POP",0.707227555053642,0.0204081632653061,0.2352941176470588,0.0
6182,AVANT,SEPARATED,R&;B,0.6737822817914352,0.2244897959183673,0.2117647058823529,0.0
6183,ERIC HEATHERLY,FLOWERS ON THE WALL,POP,0.907608695652174,0.5,0.2117647058823529,0.0
6184,EMINEM,THE REAL SLIM SHADY,"HARDCORE HIP-HOP,HIP-HOP,RAP",0.3441683919944789,0.0306122448979591,0.1999999999999999,1.0
6185,ZOMBIE NATION,KERNKRAFT 400,POP,0.6065380843412881,1.0,0.0,0.0
6186,JAY-Z,BIG PIMPIN',"HIP-HOP,EAST COAST,PRODUCER,TRAP,RAP",0.7102139406487233,0.173469387755102,0.2117647058823529,0.0
6187,DONELL JONES,WHERE I WANNA BE,"BALLAD,PRODUCER,NEO SOUL,SINGER-SONGWRITER,SOUL,R&;B",0.8864906832298137,0.2857142857142857,0.2117647058823529,0.0
6188,GOO GOO DOLLS,BROADWAY,"ALTERNATIVE ROCK,ROCK",0.3992679680567878,0.2346938775510204,0.2117647058823529,0.0
6189,KELLY PRICE,AS WE LAY,POP,0.3924510272336359,0.6428571428571428,0.0705882352941176,0.0
6190,DIXIE CHICKS,COLD DAY IN JULY,COUNTRY,0.7492236024844721,0.6530612244897959,0.0941176470588235,0.0
6191,CLAY WALKER,THE CHAIN OF LOVE,POP,0.4757453416149069,0.3979591836734693,0.2117647058823529,0.0
6192,LFO,WEST SIDE STORY,POP,0.6198757763975156,0.846938775510204,0.0235294117647058,0.0
6193,SPLENDER,I THINK GOD CAN EXPLAIN,POP,0.5267080745341616,0.6224489795918366,0.1176470588235294,0.0
6194,MACY GRAY,I TRY,"SOUL,R&;B",0.71959972394755,0.0408163265306122,0.2941176470588235,1.0
6195,LONESTAR,AMAZED,"POP,COUNTRY",0.6697377501725329,0.0,0.6235294117647059,0.0
6196,CHAD BROCK,YES!,COUNTRY,0.4366770186335403,0.2142857142857142,0.2117647058823529,0.0
6197,ALICE DEEJAY,BETTER OFF ALONE,POP,0.98944099378882,0.2653061224489795,0.2117647058823529,0.0
6198,LL COOL J,IMAGINE THAT,RAP,0.6763664596273292,0.9897959183673468,0.0,0.0
6199,ENRIQUE IGLESIAS,BE WITH YOU,"HOUSE,DANCE-POP,LATIN POP,POP",0.4636024844720497,0.0,0.2117647058823529,0.0
6200,WESTLIFE,SWEAR IT AGAIN,"IRELAND,POP,BOY BAND",0.9366459627329192,0.1938775510204081,0.2117647058823529,0.0
6201,"WHITNEY HOUSTON, DEBORAH COX","SAME SCRIPT, DIFFERENT CAST",POP,0.4898332788492971,0.7040816326530611,0.0823529411764705,0.0
